id;code;name;english_name;nhi_icd9cm_id
377;M2681;前齒軟組織侵犯;Anterior soft tissue impingement;180
378;M2682;後齒軟組織侵犯;Posterior soft tissue impingement;180
379;M26219;Angle's class 咬合不正，未明示;Malocclusion, Angle's class, unspecified;181
380;M264;咬合不正;Malocclusion, unspecified;181
381;M2650;齒及面部功能異常;Dentofacial functional abnormalities, unspecified;182
382;M2651;頜閉合異常;Abnormal jaw closure;182
383;M2652;下頜骨關節活動度受限;Limited mandibular range of motion;182
384;M2653;下頜開合偏斜;Deviation in opening and closing of the mandible;182
385;M2654;前牙導引不足;Insufficient anterior guidance;182
386;M2655;中心咬合最大牙尖吻合差異;Centric occlusion maximum intercuspation discrepancy;182
387;M2656;非工作齒面干擾;Non-working side interference;182
388;M2657;後咬合支持缺乏;Lack of posterior occlusal support;182
389;M2659;其他齒及面部功能異常;Other dentofacial functional abnormalities;182
390;M2660;顳頷關節疾患;Temporomandibular joint disorder, unspecified;183
391;M2661;顳頷關節黏連和關節僵硬疾病;Adhesions and ankylosis of temporomandibular joint;184
392;M2662;顳頷關節痛;Arthralgia of temporomandibular joint;185
393;M2663;顳頷關節盤疾患;Articular disc disorder of temporomandibular joint;186
394;M2669;其他特定顳頷關節疾患;Other specified disorders of temporomandibular joint;187
395;M2669;其他特定顳頷關節疾患;Other specified disorders of temporomandibular joint;187
396;M2670;齒槽異常;Unspecified alveolar anomaly;188
397;M2671;上頷骨齒槽增生;Alveolar maxillary hyperplasia;189
398;M2672;下頷骨齒槽增生;Alveolar mandibular hyperplasia;190
399;M2673;上頷骨齒槽發育不全;Alveolar maxillary hypoplasia;191
400;M2674;下頷骨齒槽發育不全;Alveolar mandibular hypoplasia;192
401;M2679;其他特定之齒槽異常;Other specified alveolar anomalies;193
402;M2689;其他特定齒及面部異常;Other dentofacial anomalies;194
403;M269;齒及面部異常;Dentofacial anomaly, unspecified;195
404;K080;全身性病因所致之牙齒脫落;Exfoliation of teeth due to systemic causes;196
405;K08101;完全缺牙，未明示原因，第1類;Complete loss of teeth, unspecified cause, class I;197
406;K08102;完全缺牙，未明示原因，第2類;Complete loss of teeth, unspecified cause, class II;197
407;K08103;完全缺牙，未明示原因，第3類;Complete loss of teeth, unspecified cause, class III;197
408;K08104;完全缺牙，未明示原因，第4類;Complete loss of teeth, unspecified cause, class IV;197
409;K08109;完全缺牙，未明示原因，未明示分類;Complete loss of teeth, unspecified cause, unspecified class;197
410;K08111;創傷所致的完全缺齒，第1類;Complete loss of teeth due to trauma, class I;197
411;K08112;創傷所致的完全缺牙，第2類;Complete loss of teeth due to trauma, class II;197
412;K08113;創傷所致的完全缺牙，第3類;Complete loss of teeth due to trauma, class III;197
413;K08114;創傷所致的完全缺牙，第4類;Complete loss of teeth due to trauma, class IV;197
414;K08119;創傷所致的完全缺牙，未明示類別;Complete loss of teeth due to trauma, unspecified class;197
415;K08121;牙周病所致的完全缺牙，第1類;Complete loss of teeth due to periodontal diseases, class I;197
416;K08122;牙周病所致的完全缺牙，第2類;Complete loss of teeth due to periodontal diseases, class II;197
417;K08123;牙周病所致的完全缺牙，第3類;Complete loss of teeth due to periodontal diseases, class III;197
418;K08124;牙周病所致的完全缺牙，第4類;Complete loss of teeth due to periodontal diseases, class IV;197
419;K08129;牙周病所致的完全缺牙，未明示類別;Complete loss of teeth due to periodontal diseases, unspecified class;197
420;K08131;齲齒所致的完全缺牙，第1類;Complete loss of teeth due to caries, class I;197
421;K08132;齲齒所致的完全缺牙，第2類;Complete loss of teeth due to caries, class II;197
422;K08133;齲齒所致的完全缺牙，第3類;Complete loss of teeth due to caries, class III;197
423;K08134;齲齒所致的完全缺牙，第4類;Complete loss of teeth due to caries, class IV;197
424;K08139;齲齒所致的完全缺牙，未明示類別;Complete loss of teeth due to caries, unspecified class;197
425;K08191;其他特定原因所致的完全缺牙，第1類;Complete loss of teeth due to other specified cause, class I;197
426;K08192;其他特定原因所致的完全缺牙，第2類;Complete loss of teeth due to other specified cause, class II;197
427;K08193;其他特定原因所致的完全缺牙，第3類;Complete loss of teeth due to other specified cause, class III;197
428;K08194;其他特定原因所致的完全缺牙，第4類;Complete loss of teeth due to other specified cause, class IV;197
429;K08199;其他特定原因所致的完全缺牙，未明示類別;Complete loss of teeth due to other specified cause, unspecified class;197
430;K08401;部分缺牙，未明示原因，第1類;Partial loss of teeth, unspecified cause, class I;197
431;K08402;部分缺牙，未明示原因，第２類;Partial loss of teeth, unspecified cause, class II;197
432;K08403;部分缺牙，未明示原因，第３類;Partial loss of teeth, unspecified cause, class III;197
433;K08404;部分缺牙，未明示原因，第４類;Partial loss of teeth, unspecified cause, class IV;197
434;K08409;部分缺牙，未明示原因，未明示分類;Partial loss of teeth, unspecified cause, unspecified class;197
435;K08411;創傷所致的部分缺牙，第１類;Partial loss of teeth due to trauma, class I;197
436;K08412;創傷所致的部分缺牙，第２類;Partial loss of teeth due to trauma, class II;197
437;K08413;創傷所致的部分缺牙，第３類;Partial loss of teeth due to trauma, class III;197
438;K08414;創傷所致的部分缺牙，第４類;Partial loss of teeth due to trauma, class IV;197
439;K08419;創傷所致的部分缺牙，未明示類別;Partial loss of teeth due to trauma, unspecified class;197
440;K08421;牙周病所致的部分缺牙，第１類;Partial loss of teeth due to periodontal diseases, class I;197
441;K08422;牙周病所致的部分缺牙，第２類;Partial loss of teeth due to periodontal diseases, class II;197
442;K08423;牙周病所致的部分缺牙，第３類;Partial loss of teeth due to periodontal diseases, class III;197
443;K08424;牙周病所致的部分缺牙，第４類;Partial loss of teeth due to periodontal diseases, class IV;197
444;K08429;牙周病所致的部分缺牙，未明示類別;Partial loss of teeth due to periodontal diseases, unspecified class;197
445;K08431;齲齒所致的部分缺牙，第１類;Partial loss of teeth due to caries, class I;197
446;K08432;齲齒所致的部分缺牙，第２類;Partial loss of teeth due to caries, class II;197
447;K08433;齲齒所致的部分缺牙，第３類;Partial loss of teeth due to caries, class III;197
448;K08434;齲齒所致的部分缺牙，第４類;Partial loss of teeth due to caries, class IV;197
449;K08439;齲齒所致的部分缺牙，未明示類別;Partial loss of teeth due to caries, unspecified class;197
450;K08491;其他特定原因所致的部分缺牙，第１類;Partial loss of teeth due to other specified cause, class I;197
451;K08492;其他特定原因所致的部分缺牙，第２類;Partial loss of teeth due to other specified cause, class II;197
452;K08493;其他特定原因所致的部分缺牙，第３類;Partial loss of teeth due to other specified cause, class III;197
453;K08494;其他特定原因所致的部分缺牙，第４類;Partial loss of teeth due to other specified cause, class IV;197
454;K08499;其他特定原因所致的部分缺牙，未明示類別;Partial loss of teeth due to other specified cause, unspecified class;197
455;K0850;不滿意的牙齒修復;Unsatisfactory restoration of tooth, unspecified;198
456;K0851;開放牙齒邊緣修復;Open restoration margins of tooth;198
457;K0852;未修補外突的牙齒修復材料;Unrepairable overhanging of dental restorative materials;198
458;K08530;牙齒修復材料之骨折未喪失材料;Fractured dental restorative material without loss of material;198
459;K08531;牙齒修復材料之骨折併喪失材料;Fractured dental restorative material with loss of material;198
460;K08539;牙齒修復材料之骨折;Fractured dental restorative material, unspecified;198
461;K0854;牙的現存外形恢復生物不相容及口腔健康;Contour of existing restoration of tooth biologically incompatible with oral health;198
462;K0855;對現存牙齒修補材料的過敏;Allergy to existing dental restorative material;198
463;K0856;缺乏審美的現存牙齒修復;Poor aesthetic of existing restoration of tooth;198
464;K0859;其他不滿意的牙齒修復;Other unsatisfactory restoration of tooth;198
465;K088;牙齒及支持組織之其他特定疾患;Other specified disorders of teeth and supporting structures;198
466;M2761;植牙之骨整合失敗;Osseointegration failure of dental implant;198
467;M2762;植牙之骨整合後生物性植體失敗;Post-osseointegration biological failure of dental implant;198
468;M2763;植牙之骨整合後機械性植體失敗;Post-osseointegration mechanical failure of dental implant;198
469;M2769;其他骨內植牙失敗;Other endosseous dental implant failure;198
470;K091;口腔部位的發育性(非齒源性)囊腫;Developmental (nonodontogenic) cysts of oral region;199
471;M2740;頷骨囊腫;Unspecified cyst of jaw;200
472;M2749;其他頷骨囊腫;Other cysts of jaw;200
473;M271;頷骨中心巨細胞肉芽腫;Giant cell granuloma, central;201
474;M272;頷骨發炎性病症;Inflammatory conditions of jaws;202
475;M273;頷骨齒槽炎;Alveolitis of jaws;203
476;M278;其他特定性頷骨疾病;Other specified diseases of jaws;204
477;M2751;根管治療所致之根管空間穿孔;Perforation of root canal space due to endodontic treatment;205
478;M2752;根管過度充填;Endodontic overfill;205
479;M2753;根管底部填充;Endodontic underfill;205
480;M2759;其他牙根周圍病變相關伴有先前根管治療;Other periradicular pathology associated with previous endodontic treatment;205
481;M278;其他特定性頷骨疾病;Other specified diseases of jaws;205
482;M270;頜發育性疾患;Developmental disorders of jaws;206
483;M279;頷骨疾病;Disease of jaws, unspecified;206
484;K110;唾液腺萎縮;Atrophy of salivary gland;207
485;K111;唾液腺肥大;Hypertrophy of salivary gland;208
486;K1120;唾液腺炎;Sialoadenitis, unspecified;209
487;K1121;急性唾液腺炎;Acute sialoadenitis;209
488;K1122;急性復發性唾液腺炎;Acute recurrent sialoadenitis;209
489;K1123;慢性唾液腺炎;Chronic sialoadenitis;209
490;K113;唾液腺膿瘍;Abscess of salivary gland;210
491;K114;唾液腺?管;Fistula of salivary gland;211
492;K115;唾液腺結石;Sialolithiasis;212
493;K116;唾液腺黏液囊腫;Mucocele of salivary gland;213
494;K117;唾液分泌障礙;Disturbances of salivary secretion;214
495;R682;口乾;Dry mouth, unspecified;214
496;K118;其他唾液腺疾病;Other diseases of salivary glands;215
497;K119;唾液腺疾病;Disease of salivary gland, unspecified;216
498;K121;其他類型口腔炎;Other forms of stomatitis;217
499;K1230;口腔黏膜炎（潰瘍性);Oral mucositis (ulcerative), unspecified;217
500;K1231;口腔黏膜炎（潰瘍性)源於抗腫瘤治療;Oral mucositis (ulcerative) due to antineoplastic therapy;217
501;K1232;口腔黏膜炎（潰瘍性)源於其他藥物;Oral mucositis (ulcerative) due to other drugs;217
502;K1233;口腔黏膜炎（潰瘍性)源於放射線;Oral mucositis (ulcerative) due to radiation;217
503;K1239;其他口腔黏膜炎（潰瘍性);Other oral mucositis (ulcerative);217
504;A690;壞死性潰瘍性口炎;Necrotizing ulcerative stomatitis;218
505;K122;口腔蜂窩組織炎及膿瘍;Cellulitis and abscess of mouth;219
506;K130;唇部疾病;Diseases of lips;220
507;K1321;口腔黏膜白斑症，包括舌部;Leukoplakia of oral mucosa, including tongue;221
508;K133;毛狀白斑;Hairy leukoplakia;221
509;K1322;最小的角質化剩餘齒槽脊粘膜;Minimal keratinized residual ridge mucosa;222
510;K1323;過度角質化剩餘齒槽脊粘膜;Excessive keratinized residual ridge mucosa;222
511;K1324;菸草(所致)的顎白角化症;Leukokeratosis nicotina palati;222
512;K1329;其他口腔上皮病變，包括舌部;Other disturbances of oral epithelium, including tongue;222
513;K135;口腔黏膜下層纖維化症;Oral submucous fibrosis;223
514;K140;舌炎;Glossitis;224
515;K141;地圖舌;Geographic tongue;225
516;K142;正中菱形舌炎;Median rhomboid glossitis;226
517;K143;舌乳頭肥大;Hypertrophy of tongue papillae;227
518;K144;舌乳頭萎縮;Atrophy of tongue papillae;228
519;K145;舌皺疊;Plicated tongue;229
520;K146;舌痛;Glossodynia;230
521;K148;舌其他疾病;Other diseases of tongue;231
522;K149;舌疾病;Disease of tongue, unspecified;232
523;L0201;臉部皮膚膿瘍;Cutaneous abscess of face;233
524;L03211;臉部蜂窩組織炎;Cellulitis of face;233
525;L03212;臉部急性淋巴管炎;Acute lymphangitis of face;233
526;L0211;頸部皮膚膿瘍;Cutaneous abscess of neck;234
527;L03221;頸部蜂窩組織炎;Cellulitis of neck;234
528;L03222;頸部急性淋巴管炎;Acute lymphangitis of neck;234
529;L928;皮膚及皮下組織的其他肉芽腫疾患;Other granulomatous disorders of the skin and subcutaneous tissue;235
530;L980;化膿性肉芽腫;Pyogenic granuloma;235
531;L121;疤痕性類天疱瘡;Cicatricial pemphigoid;236
532;L121;疤痕性類天疱瘡;Cicatricial pemphigoid;237
533;L138;其他特定水疱性疾患;Other specified bullous disorders;238
534;L14;歸類於他處疾病所致之水疱性疾患;Bullous disorders in diseases classified elsewhere;238
535;L430;肥厚性扁平苔癬;Hypertrophic lichen planus;239
536;L431;水疱性扁平苔癬;Bullous lichen planus;239
537;L432;苔癬樣藥疹;Lichenoid drug reaction;239
538;L433;亞急性扁平苔癬;Subacute (active) lichen planus;239
539;L438;其他扁平苔癬;Other lichen planus;239
540;L439;扁平苔癬;Lichen planus, unspecified;239
541;L661;毛孔扁平苔癬;Lichen planopilaris;239
542;M3500;乾燥症候群;Sicca syndrome, unspecified;240
543;M3501;乾燥症候群伴有角膜結膜炎;Sicca syndrome with keratoconjunctivitis;240
544;M3509;乾燥徵候群伴有侵及(侵犯、涉及)其他器官;Sicca syndrome with other organ involvement;240
545;M3300;幼年型皮肌炎侵及(侵犯、涉及)器官;Juvenile dermatopolymyositis, organ involvement unspecified;241
546;M3309;幼年型皮肌炎伴有侵及(侵犯、涉及)其他器官;Juvenile dermatopolymyositis with other organ involvement;241
547;M3310;其他皮多肌炎侵及(侵犯、涉及)器官;Other dermatopolymyositis, organ involvement unspecified;241
548;M3319;其他皮多肌炎伴有侵及(侵犯、涉及)其他器官;Other dermatopolymyositis with other organ involvement;241
549;M3390;皮多肌炎侵及(侵犯、涉及)器官;Dermatopolymyositis, unspecified, organ involvement unspecified;241
550;M3399;皮多肌炎伴有侵及(侵犯、涉及)其他器官;Dermatopolymyositis, unspecified with other organ involvement;241
551;M360;腫瘤性疾病所致的皮多肌炎;Dermato(poly)myositis in neoplastic disease;241
552;M3320;多發性肌炎侵及(侵犯、涉及)器官;Polymyositis, organ involvement unspecified;242
553;M3329;多發性肌炎伴有侵及(侵犯、涉及)其他器官;Polymyositis with other organ involvement;242
554;M726;壞死性筋膜炎;Necrotizing fasciitis;243
555;M6080;未明示部位其他肌炎;Other myositis, unspecified site;244
556;M8610;未明示部位其他急性骨髓炎;Other acute osteomyelitis, unspecified site;245
557;M8620;未明示部位亞急性骨髓炎;Subacute osteomyelitis, unspecified site;245
558;M8630;未明示部位慢性多發性(多病灶性)骨髓炎;Chronic multifocal osteomyelitis, unspecified site;246
559;M8660;未明示部位其他慢性骨髓炎;Other chronic osteomyelitis, unspecified site;246
560;M868X9;未明示部位其他骨髓炎;Other osteomyelitis, unspecified sites;246
561;M87180;藥物所致之[藥物性]頷骨骨壞死;Osteonecrosis due to drugs, jaw;247
562;Q359;腭裂;Cleft palate, unspecified;248
563;Q359;腭裂;Cleft palate, unspecified;249
564;Q353;軟腭裂;Cleft soft palate;250
565;Q357;懸壅垂裂;Cleft uvula;250
566;Q355;硬腭裂伴有軟腭裂;Cleft hard palate with cleft soft palate;251
567;Q359;腭裂;Cleft palate, unspecified;251
568;Q359;腭裂;Cleft palate, unspecified;252
569;Q369;單側唇裂;Cleft lip, unilateral;253
570;Q361;中線唇裂;Cleft lip, median;254
571;Q369;單側唇裂;Cleft lip, unilateral;254
572;Q369;單側唇裂;Cleft lip, unilateral;255
573;Q360;雙側唇裂;Cleft lip, bilateral;256
574;Q360;雙側唇裂;Cleft lip, bilateral;257
575;Q379;腭裂伴有單側唇裂;Unspecified cleft palate with unilateral cleft lip;258
576;Q371;硬腭裂伴有單側唇裂;Cleft hard palate with unilateral cleft lip;259
577;Q373;軟腭裂伴有單側唇裂;Cleft soft palate with unilateral cleft lip;259
578;Q375;硬腭裂及軟腭裂伴有單側唇裂;Cleft hard and soft palate with unilateral cleft lip;259
579;Q379;腭裂伴有單側唇裂;Unspecified cleft palate with unilateral cleft lip;259
580;Q371;硬腭裂伴有單側唇裂;Cleft hard palate with unilateral cleft lip;260
581;Q373;軟腭裂伴有單側唇裂;Cleft soft palate with unilateral cleft lip;260
582;Q375;硬腭裂及軟腭裂伴有單側唇裂;Cleft hard and soft palate with unilateral cleft lip;260
583;Q379;腭裂伴有單側唇裂;Unspecified cleft palate with unilateral cleft lip;260
584;Q370;硬腭裂伴有雙側唇裂;Cleft hard palate with bilateral cleft lip;261
585;Q372;軟腭裂伴有雙側唇裂;Cleft soft palate with bilateral cleft lip;261
586;Q374;硬腭裂及軟腭裂伴有雙側唇裂;Cleft hard and soft palate with bilateral cleft lip;261
587;Q378;腭裂伴有雙側唇裂;Unspecified cleft palate with bilateral cleft lip;261
588;Q370;硬腭裂伴有雙側唇裂;Cleft hard palate with bilateral cleft lip;262
589;Q372;軟腭裂伴有雙側唇裂;Cleft soft palate with bilateral cleft lip;262
590;Q374;硬腭裂及軟腭裂伴有雙側唇裂;Cleft hard and soft palate with bilateral cleft lip;262
591;Q378;腭裂伴有雙側唇裂;Unspecified cleft palate with bilateral cleft lip;262
592;Q379;腭裂伴有單側唇裂;Unspecified cleft palate with unilateral cleft lip;263
593;Q385;腭先天性畸形，他處未歸類者;Congenital malformations of palate, not elsewhere classified;263
594;Q381;舌黏連;Ankyloglossia;264
595;Q383;舌其他先天性畸形;Other congenital malformations of tongue;265
596;Q383;舌其他先天性畸形;Other congenital malformations of tongue;266
597;Q383;舌其他先天性畸形;Other congenital malformations of tongue;267
598;Q383;舌其他先天性畸形;Other congenital malformations of tongue;268
599;Q382;巨舌;Macroglossia;269
600;Q383;舌其他先天性畸形;Other congenital malformations of tongue;270
601;Q383;舌其他先天性畸形;Other congenital malformations of tongue;271
602;Q384;唾液腺及唾管先天性畸形;Congenital malformations of salivary glands and ducts;272
603;Q384;唾液腺及唾管先天性畸形;Congenital malformations of salivary glands and ducts;273
604;Q384;唾液腺及唾管先天性畸形;Congenital malformations of salivary glands and ducts;274
605;Q384;唾液腺及唾管先天性畸形;Congenital malformations of salivary glands and ducts;275
606;Q380;唇先天性畸形，他處未歸類者;Congenital malformations of lips, not elsewhere classified;276
607;Q386;口腔其他先天性畸形;Other congenital malformations of mouth;277
608;Q750;顱骨縫過早封閉;Craniosynostosis;278
609;Q751;顱顏面骨成骨不全;Craniofacial dysostosis;278
610;Q752;眼距過寬;Hypertelorism;278
611;Q753;巨頭;Macrocephaly;278
612;Q754;下頷顏面骨成骨不全;Mandibulofacial dysostosis;278
613;Q755;眼下頷成骨不全;Oculomandibular dysostosis;278
614;Q758;其他特定先天性顱骨及顏面骨畸形;Other specified congenital malformations of skull and face bones;278
615;Q759;先天性顱骨及顏面骨畸形;Congenital malformation of skull and face bones, unspecified;278
616;Q870;影響顏面為主的先天性畸形症候群;Congenital malformation syndromes predominantly affecting facial appearance;278
617;S02609A;下頷骨未明示部位閉鎖性骨折之初期照護;Fracture of mandible, unspecified, initial encounter for closed fracture;279
618;S0269XA;下頷骨其他特定部位閉鎖性骨折之初期照護;Fracture of mandible of other specified site, initial encounter for closed fracture;279
619;S0261XA;下頷骨髁狀突閉鎖性骨折之初期照護;Fracture of condylar process of mandible, initial encounter for closed fracture;280
620;S0262XA;下頷骨下髁閉鎖性骨折之初期照護;Fracture of subcondylar process of mandible, initial encounter for closed fracture;281
621;S0263XA;下頷骨喙狀突閉鎖性骨折之初期照護;Fracture of coronoid process of mandible, initial encounter for closed fracture;282
622;S0264XA;下頷骨枝閉鎖性骨折之初期照護;Fracture of ramus of mandible, initial encounter for closed fracture;283
623;S0265XA;頷角閉鎖性骨折之初期照護;Fracture of angle of mandible, initial encounter for closed fracture;284
624;S0266XA;下頷骨聯合體閉鎖性骨折之初期照護;Fracture of symphysis of mandible, initial encounter for closed fracture;285
625;S0267XA;下頷骨齒槽閉鎖性骨折之初期照護;Fracture of alveolus of mandible, initial encounter for closed fracture;286
626;S02600A;下頷體未明示部位閉鎖性骨折之初期照護;Fracture of unspecified part of body of mandible, initial encounter for closed fracture;287
627;S02609A;下頷骨未明示部位閉鎖性骨折之初期照護;Fracture of mandible, unspecified, initial encounter for closed fracture;288
628;S0269XA;下頷骨其他特定部位閉鎖性骨折之初期照護;Fracture of mandible of other specified site, initial encounter for closed fracture;288
629;S02609B;下頷骨未明示部位開放性骨折之初期照護;Fracture of mandible, unspecified, initial encounter for open fracture;289
630;S0269XB;下頷骨其他特定部位開放性骨折之初期照護;Fracture of mandible of other specified site, initial encounter for open fracture;289
631;S0261XB;下頷骨髁狀突開放性骨折之初期照護;Fracture of condylar process of mandible, initial encounter for open fracture;290
632;S0262XB;下頷骨下髁開放性骨折之初期照護;Fracture of subcondylar process of mandible, initial encounter for open fracture;291
633;S0263XB;下頷骨喙狀突開放性骨折之初期照護;Fracture of coronoid process of mandible, initial encounter for open fracture;292
634;S0264XB;下頷骨枝開放性骨折之初期照護;Fracture of ramus of mandible, initial encounter for open fracture;293
635;S0265XB;頷角開放性骨折之初期照護;Fracture of angle of mandible, initial encounter for open fracture;294
636;S0266XB;下頷骨聯合體開放性骨折之初期照護;Fracture of symphysis of mandible, initial encounter for open fracture;295
637;S0267XB;下頷骨齒槽開放性骨折之初期照護;Fracture of alveolus of mandible, initial encounter for open fracture;296
638;S02600B;下頷體未明示部位開放性骨折之初期照護;Fracture of unspecified part of body of mandible, initial encounter for open fracture;297
639;S02609B;下頷骨未明示部位開放性骨折之初期照護;Fracture of mandible, unspecified, initial encounter for open fracture;298
640;S0269XB;下頷骨其他特定部位開放性骨折之初期照護;Fracture of mandible of other specified site, initial encounter for open fracture;298
641;S02400A;顴骨閉鎖性骨折之初期照護;Malar fracture unspecified, initial encounter for closed fracture;299
642;S02401A;上頷骨閉鎖性骨折之初期照護;Maxillary fracture, unspecified, initial encounter for closed fracture;299
643;S02402A;顴骨閉鎖性骨折之初期照護;Zygomatic fracture, unspecified, initial encounter for closed fracture;299
644;S02411A;李霍氏I型閉鎖性骨折之初期照護;LeFort I fracture, initial encounter for closed fracture;299
645;S02412A;李霍氏II型閉鎖性骨折之初期照護;LeFort II fracture, initial encounter for closed fracture;299
646;S02413A;李霍氏III型閉鎖性骨折之初期照護;LeFort III fracture, initial encounter for closed fracture;299
647;S02400B;顴骨開放性骨折之初期照護;Malar fracture unspecified, initial encounter for open fracture;300
648;S02401B;上頷骨開放性骨折之初期照護;Maxillary fracture, unspecified, initial encounter for open fracture;300
649;S02402B;顴骨開放性骨折之初期照護;Zygomatic fracture, unspecified, initial encounter for open fracture;300
650;S02411B;李霍氏I型開放性骨折之初期照護;LeFort I fracture, initial encounter for open fracture;300
651;S02412B;李霍氏II型開放性骨折之初期照護;LeFort II fracture, initial encounter for open fracture;300
652;S02413B;李霍氏III型開放性骨折之初期照護;LeFort III fracture, initial encounter for open fracture;300
653;S023XXA;眶底閉鎖性骨折之初期照護;Fracture of orbital floor, initial encounter for closed fracture;301
654;S023XXB;眶底開放性骨折之初期照護;Fracture of orbital floor, initial encounter for open fracture;302
655;S0242XA;上頷齒槽閉鎖性骨折之初期照護;Fracture of alveolus of maxilla, initial encounter for closed fracture;303
656;S028XXA;其他特定部位顱骨及顏面骨閉鎖性骨折之初期照護;Fractures of other specified skull and facial bones, initial encounter for closed fracture;303
657;S0292XA;顏面骨閉鎖性骨折之初期照護;Unspecified fracture of facial bones, initial encounter for closed fracture;303
658;S0242XB;上頷齒槽開放性骨折之初期照護;Fracture of alveolus of maxilla, initial encounter for open fracture;304
659;S028XXB;其他特定部位顱骨及顏面骨開放性骨折之初期照護;Fractures of other specified skull and facial bones, initial encounter for open fracture;304
660;S0292XB;顏面骨開放性骨折之初期照護;Unspecified fracture of facial bones, initial encounter for open fracture;304
661;T148;其他身體損傷;Other injury of unspecified body region;305
662;T148;其他身體損傷;Other injury of unspecified body region;306
663;S030XXA;頷骨脫臼之初期照護;Dislocation of jaw, initial encounter;307
664;S01409A;未明示側性臉頰與顳骨下頜周圍開放性傷口之初期照護;Unspecified open wound of unspecified cheek and temporomandibular area, initial encounter;308
665;S030XXA;頷骨脫臼之初期照護;Dislocation of jaw, initial encounter;308
666;S034XXA;下頷扭傷之初期照護;Sprain of jaw, initial encounter;309
667;S034XXA;下頷扭傷之初期照護;Sprain of jaw, initial encounter;309
668;S0993XA;臉部損傷之初期照護;Unspecified injury of face, initial encounter;310
669;S01401A;右臉頰與顳骨下頜周圍開放性傷口之初期照護;Unspecified open wound of right cheek and temporomandibular area, initial encounter;311
670;S01402A;左臉頰與顳骨下頜周圍開放性傷口之初期照護;Unspecified open wound of left cheek and temporomandibular area, initial encounter;311
671;S01409A;未明示側性臉頰與顳骨下頜周圍開放性傷口之初期照護;Unspecified open wound of unspecified cheek and temporomandibular area, initial encounter;311
672;S01411A;右臉頰與顳骨下頜周圍撕裂傷未伴有異物之初期照護;Laceration without foreign body of right cheek and temporomandibular area, initial encounter;311
673;S01412A;左臉頰與顳骨下頜周圍撕裂傷未伴有異物之初期照護;Laceration without foreign body of left cheek and temporomandibular area, initial encounter;311
674;S01419A;未明示側性臉頰與顳骨下頜周圍撕裂傷未伴有異物之初期照護;Laceration without foreign body of unspecified cheek and temporomandibular area, initial encounter;311
675;S01431A;右臉頰與顳骨下頜周圍穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of right cheek and temporomandibular area, initial encounter;311
676;S01432A;左臉頰與顳骨下頜周圍穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of left cheek and temporomandibular area, initial encounter;311
677;S01439A;未明示側性臉頰與顳骨下頜周圍穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of unspecified cheek and temporomandibular area, initial encounter;311
678;S01451A;右臉頰與顳骨下頜周圍開放性咬傷之初期照護;Open bite of right cheek and temporomandibular area, initial encounter;311
679;S01452A;左臉頰與顳骨下頜周圍開放性咬傷之初期照護;Open bite of left cheek and temporomandibular area, initial encounter;311
680;S01459A;未明示側性臉頰與顳骨下頜周圍開放性咬傷之初期照護;Open bite of unspecified cheek and temporomandibular area, initial encounter;311
681;S0180XA;頭部其他部位開放性傷口之初期照護;Unspecified open wound of other part of head, initial encounter;312
682;S0181XA;頭部其他部位撕裂傷未伴有異物之初期照護;Laceration without foreign body of other part of head, initial encounter;312
683;S0183XA;頭部其他部位穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of other part of head, initial encounter;312
684;S0185XA;頭部其他部位開放性咬傷之初期照護;Open bite of other part of head, initial encounter;312
685;S01501A;唇開放性傷口之初期照護;Unspecified open wound of lip, initial encounter;313
686;S01511A;唇撕裂傷未伴有異物之初期照護;Laceration without foreign body of lip, initial encounter;313
687;S01531A;唇穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of lip, initial encounter;313
688;S01551A;唇開放性咬傷之初期照護;Open bite of lip, initial encounter;313
689;S01401A;右臉頰與顳骨下頜周圍開放性傷口之初期照護;Unspecified open wound of right cheek and temporomandibular area, initial encounter;314
690;S01402A;左臉頰與顳骨下頜周圍開放性傷口之初期照護;Unspecified open wound of left cheek and temporomandibular area, initial encounter;314
691;S01409A;未明示側性臉頰與顳骨下頜周圍開放性傷口之初期照護;Unspecified open wound of unspecified cheek and temporomandibular area, initial encounter;314
692;S01411A;右臉頰與顳骨下頜周圍撕裂傷未伴有異物之初期照護;Laceration without foreign body of right cheek and temporomandibular area, initial encounter;314
693;S01412A;左臉頰與顳骨下頜周圍撕裂傷未伴有異物之初期照護;Laceration without foreign body of left cheek and temporomandibular area, initial encounter;314
694;S01419A;未明示側性臉頰與顳骨下頜周圍撕裂傷未伴有異物之初期照護;Laceration without foreign body of unspecified cheek and temporomandibular area, initial encounter;314
695;S01431A;右臉頰與顳骨下頜周圍穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of right cheek and temporomandibular area, initial encounter;314
696;S01432A;左臉頰與顳骨下頜周圍穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of left cheek and temporomandibular area, initial encounter;314
697;S01439A;未明示側性臉頰與顳骨下頜周圍穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of unspecified cheek and temporomandibular area, initial encounter;314
