id,nhi_code,nhi_mandarin,update_date,version
865,12074B,淋巴球表面標記－ 免疫性疾病檢驗,109/10/05,1
866,12075B,白血球表面標記,109/10/05,1
867,12076B,淋巴球表面標記－ 其他疾病,109/10/05,1
868,12077C,ＣＡ–１２５腫瘤標記 (EIA/LIA法),109/10/05,1
869,12078C,ＣＡ–１５３腫瘤標記 (EIA/LIA法),109/10/05,1
870,12079C,ＣＡ–１９９腫瘤標記 (EIA/LIA法),109/10/05,1
871,12080B,SCC腫瘤標記 (EIA/LIA法),109/10/05,1
872,12081C,攝護腺特異抗原(EIA/LIA法),109/10/05,1
873,12082B,多核形白血球吞噬功能,109/10/05,1
874,12083B,多核形白血球殺菌功能,109/10/05,1
875,12084B,總Ｂ－細胞檢查（包括Ｇ．Ａ．Ｍ．Ｃ四項）,109/10/05,1
876,12085B,淋巴球變形反應—分裂原刺激,109/10/05,1
877,12086C,人類白血球抗原 － HLA-B27,109/10/05,1
878,12087B,人類白血球抗原 － HLA-ABC(多種抗原),109/10/05,1
879,12088B,人類白血球抗原 － HLA-DR(多種抗原),109/10/05,1
880,12089B,單向混合淋巴球反應,109/10/05,1
881,12090B,淋巴球毒殺試驗,109/10/05,1
882,12091B,免疫病理檢查--腎組織,109/10/05,1
883,12092B,免疫病理檢查--皮膚組織,109/10/05,1
884,12093B,免疫病理檢查 --肝組織,109/10/05,1
885,12094B,免疫病理檢查--肺組織,109/10/05,1
886,12095B,免疫病理檢查--胃組織,109/10/05,1
887,12096B,免疫病理檢查--其他,109/10/05,1
888,12097B,庫姆氏血中多項抗體檢驗（直接法）,109/10/05,1
889,12098B,庫姆氏血中多項抗體檢驗（間接法）,109/10/05,1
890,12099B,庫姆氏血中單項 IgG  抗體檢驗,109/10/05,1
891,12100B,庫姆氏血中單項 C3 抗體檢驗,109/10/05,1
892,12101B,趨化性試驗,109/10/05,1
893,12102B,免疫擴滲分析,109/10/05,1
894,12103B,免疫電泳分析,109/10/05,1
895,12104B,CH50 免疫檢查,109/10/05,1
896,12105B,單核球移動抑制因子,109/10/05,1
897,12106C,結核菌素測驗,109/10/05,1
898,12107C,披衣菌抗體,109/10/05,1
899,12108B,體液免疫複合體檢查,109/10/05,1
900,12109B,成人T淋巴白血病病毒抗體,109/10/05,1
901,12110B,血清前白蛋白定量,109/10/05,1
902,12111C,微白蛋白 （免疫比濁法）,109/10/05,1
903,12112B,白蛋白（免疫比濁法）,109/10/05,1
904,12113B,脂蛋白脢元B（免疫比濁法）,109/10/05,1
905,12114B,脂蛋白脢元Ａ１ （免疫比濁法）,109/10/05,1
906,12115B,抗凝血原 (免疫比濁法),109/10/05,1
907,12116C,鐵蛋白,109/10/05,1
908,12117B,T 淋巴球交叉配合試驗,109/10/05,1
909,12118B,退伍軍人菌抗體,109/10/05,1
910,12120B,腫瘤多胜脢抗原,109/10/05,1
911,12121C,甲促素結合體抗體,109/10/05,1
912,12122B,免疫球蛋白E補體結合反應免疫分析,109/10/05,1
913,12123C,C-反應蛋白(毛細管沉澱法),109/10/05,1
914,12124B,甲狀腺結合球蛋白,109/10/05,1
915,12125C,B型鏈球菌抗原 (乳膠凝集法),109/10/05,1
916,12126B,肺炎雙球菌抗原(乳膠凝集法),109/10/05,1
917,12127B,B型嗜血桿菌抗原(乳膠凝集法),109/10/05,1
918,12128B,腦膜炎雙球菌抗原(乳膠凝集法),109/10/05,1
919,12129C,腦脊髓液快速測定,109/10/05,1
920,12130B,沙門氏菌抗原,109/10/05,1
921,12131B,志賀氏菌抗原,109/10/05,1
922,12132B,肺炎披衣菌(TWAR)抗原,109/10/05,1
923,12133B,抗β2醣蛋白I抗體,109/10/05,1
924,12134C,甲狀腺過氧化酶抗體,109/10/05,1
925,12135B,抗角質抗體,109/10/05,1
926,12136B,DNA分析,109/10/05,1
927,12137B,肌肉炎自體抗體組合,109/10/05,1
928,12138B,腎絲球基底膜抗體,109/10/05,1
929,12139B,腦脊髓液新隱形球菌藥物濃度試驗,109/10/05,1
930,12140B,"T3+DR+, T3+DR-",109/10/05,1
931,12141B,"劉氏3+8+抗原, 劉氏3+8-細胞",109/10/05,1
932,12142B,"劉氏2+15+抗原, 劉氏2+15-細胞",109/10/05,1
933,12143B,抗原依靠性補體細胞毒殺試驗,109/10/05,1
934,12144B,自然毒殺細胞活力試驗,109/10/05,1
935,12145B,直接細胞毒殺試驗,109/10/05,1
936,12146B,免疫球蛋白G1量,109/10/05,1
937,12147B,免疫球蛋白G2量,109/10/05,1
938,12148B,免疫球蛋白G3量,109/10/05,1
939,12149B,免疫球蛋白G4量,109/10/05,1
940,12150B,胺基酸定量檢查,109/10/05,1
941,12151C,同半胱胺酸,109/10/05,1
942,12152B,"In vitro IgG, A, M synthesis",109/10/05,1
943,12153B,混合淋巴球雙向培養,109/10/05,1
944,12154B,可抽出之核抗體Jo-1,109/10/05,1
945,12155B,"可抽出之核抗體KI,KU(免疫擴滲分析法)",109/10/05,1
946,12156B,Ribosomal-P抗體,109/10/05,1
947,12157B,腦脊髓液免疫球蛋白免疫電泳,109/10/05,1
948,12158B,尿液免疫球蛋白免疫電泳,109/10/05,1
949,12159B,尿液免疫固定電泳分析,109/10/05,1
950,12160B,免疫球蛋白κ/λ,109/10/05,1
951,12161B,白血球介質-2,109/10/05,1
952,12162B,組織壞死因子,109/10/05,1
953,12163B,第一型人類嗜T細胞抗體(定性),109/10/05,1
954,12164B,脂蛋白a,109/10/05,1
955,12165C,A群鏈球菌抗原,109/10/05,1
956,12166B,腦膜炎雙球菌抗原,109/10/05,1
957,12167B,組織胞漿菌抗體檢查,109/10/05,1
958,12168B,芽生菌抗體檢查,109/10/05,1
959,12169B,球孢子菌抗體檢查,109/10/05,1
960,12170B,麴菌抗體檢查,109/10/05,1
961,12171B,抗嗜中性球細胞質抗體,109/10/05,1
962,12172C,尿液肺炎球菌抗原,109/10/05,1
963,12173B,可抽出的核抗體測定— Sm/RNP  抗體,109/10/05,1
964,12174B,可抽出的核抗體測定— Scl-70    抗體,109/10/05,1
965,12175B,淋巴球變形反應—抗原刺激,109/10/05,1
966,12176B,人類白血球抗原 － HLA-ABC(單一抗原),109/10/05,1
967,12177B,人類白血球抗原 － HLA-DR(單一抗原),109/10/05,1
968,12178C,腎上腺抗體,109/10/05,1
969,12179C,Aspergillus 抗原測定,109/10/05,1
970,12180C,穀醯酸脫梭脢抗體,109/10/05,1
971,12181C,乙醯膽鹼抗體,109/10/05,1
972,12182C,去氧核糖核酸類定性擴增試驗,109/10/05,1
973,12183C,核糖核酸類定性擴增試驗,109/10/05,1
974,12184C,去氧核糖核酸類定量擴增試驗,109/10/05,1
975,12185C,核糖核酸類定量擴增試驗,109/10/05,1
976,12186C,染色體轉位基因重組之南方墨點法分析,109/10/05,1
977,12187C,短片段重覆序列多型性分析,109/10/05,1
978,12188C,染色體轉位融合基因之反轉錄聚合脢連鎖反應分析,109/10/05,1
979,12189C,肺炎披衣菌IgM,109/10/05,1
980,12190C,肺炎披衣菌IgG,109/10/05,1
981,12191C,尿液退伍軍人菌抗原,109/10/05,1
982,12192C,前降鈣素原,109/10/05,1
983,12193C,B型利納肽(B型利納利尿胜肽),109/10/05,1
984,12194B,代謝產物串聯質譜儀分析,109/10/05,1
985,12195B,Her-2/neu 原位雜交,109/10/05,1
986,12196B,HLA-B 1502 基因檢測,109/10/05,1
987,12197B,血中藥物濃度測定-Everolimus,109/10/05,1
988,12198C,游離攝護腺特異抗原,109/10/05,1
989,12199B,人類組織相容複合物Ι類鏈相關基因A抗體篩檢,109/10/05,1
990,12200B,人類白血球群體反應性抗體百分比篩檢試驗,109/10/05,1
991,12201B,抗環瓜氨酸月太抗體,109/10/05,1
992,12202C,C型肝炎病毒核酸基因檢測－即時聚合酉每連鎖反應法,109/10/05,1
993,12203B,C型肝炎病毒核酸基因檢測－一般聚合酉每連鎖反應法,109/10/05,1
994,12204B,白血球表面標記,109/10/05,1
995,12205B,白血球表面標記,109/10/05,1
996,12206B,白血球表面標記,109/10/05,1
997,12207B,白血病即時定量聚合酶連鎖反應法,109/10/05,1
998,12208B,生長刺激表達基因2蛋白(ST2),109/10/05,1
999,12209B,類胰蛋白酶,109/10/05,1
1000,12210B,水通道蛋白4抗體,109/10/05,1
1001,12211B,異常凝血酶原檢驗,109/10/05,1
1002,13001C,痰液一般檢查（含括結晶， 寄生蟲）,109/10/05,1
1003,13002B,阿米巴抗體凝集試驗,109/10/05,1
1004,13003B,新型隱球菌抗原,109/10/05,1
1005,13004B,白喉毒力試驗,109/10/05,1
1006,13005B,披衣菌檢查（定性）,109/10/05,1
1007,13006C,排泄物，滲出物及分泌物之細菌顯微鏡檢查,109/10/05,1
1008,13007C,細菌培養鑑定檢查(包括一般細菌、真菌、原蟲等為對象的培養鑑定，抗酸菌除外),109/10/05,1
1009,13008C,細菌培養鑑定檢查（包括一般細菌、真菌、原蟲等為對象的培養鑑定，抗酸菌除外），對同一檢體合併實施一般培養及厭氧性培養時加算二分之一,109/10/05,1
1010,13009C,細菌藥物敏感性試驗－ 1 菌種,109/10/05,1
1011,13010C,細菌藥物敏感性試驗－ 2 菌種,109/10/05,1
1012,13011C,細菌藥物敏感性試驗－ 3 菌種以上,109/10/05,1
1013,13012C,抗酸菌培養,109/10/05,1
1014,13013C,抗酸菌鑑定檢查,109/10/05,1
1015,13014B,抗酸菌藥物敏感性試驗—三種藥物以下,109/10/05,1
1016,13015C,抗酸菌藥物敏感性試驗—四種藥物以上,109/10/05,1
1017,13016B,血液培養,109/10/05,1
1018,13017C,KOH顯微鏡檢查,109/10/05,1
1019,13018C,幽門桿菌檢驗,109/10/05,1
1020,13019B,試管抗藥性試驗,109/10/05,1
1021,13020C,抗生素敏感性試驗(MIC法) 一菌種【抗微生物藥劑最低抑菌濃度 MIC】,109/10/05,1
1022,13021B,抗生素敏感性試驗(MIC法)  二菌種【抗微生物藥劑最低抑菌濃度 MIC】,109/10/05,1
1023,13022B,抗生素敏感性試驗(MIC法)  三菌種以上【抗微生物藥劑最低抑菌濃度 MIC)】,109/10/05,1
1024,13023C,細菌最低抑制濃度快速試驗,109/10/05,1
1025,13024C,結核菌檢驗,109/10/05,1
1026,13025C,抗酸性濃縮抹片染色檢查,109/10/05,1
1027,13026C,抗酸菌培養(限同時使用固態培養基及具自動化偵測功能之液態培養系統),109/10/05,1
1028,13028B,困難梭狀桿菌抗原快速檢驗（GDH）,109/10/05,1
1029,13029B,困難梭狀桿菌毒素A、B快速檢驗（Toxin A/B）,109/10/05,1
1030,14001B,病毒分離及鑑定,109/10/05,1
1031,14002B,腺病毒補體結合抗體,109/10/05,1
1032,14003B,巨大細胞病毒抗體  補體結合法,109/10/05,1
1033,14004B,巨大細胞病毒抗體  酵素免疫法,109/10/05,1
1034,14005C,單純疱疹病毒III補體結合抗體(各項),109/10/05,1
1035,14006B,麻疹病毒抗原,109/10/05,1
1036,14007B,麻疹病毒IgM抗體,109/10/05,1
1037,14008B,麻疹病毒補體結合抗體,109/10/05,1
1038,14009C,腮腺炎病毒補體結合抗體,109/10/05,1
1039,14010B,呼吸道融合病毒抗原,109/10/05,1
1040,14011B,呼吸道融合病毒補體結合抗體,109/10/05,1
1041,14012B,水痘帶狀疱疹病毒補體結合抗體,109/10/05,1
1042,14013B,水痘帶狀疱疹病毒IgM抗體,109/10/05,1
1043,14014B,肺炎漿胞菌補體結合抗體,109/10/05,1
1044,14015B,副流行性感冒病毒1型抗原,109/10/05,1
1045,14016B,副流行性感冒病毒2型抗原,109/10/05,1
1046,14017B,副流行性感冒病毒1型補體結合抗體,109/10/05,1
1047,14018B,副流行性感冒病毒2型補體結合抗體,109/10/05,1
1048,14019B,副流行性感冒病毒3型補體結合抗體,109/10/05,1
1049,14020B,流行性感冒Ａ型病毒補體結合抗體,109/10/05,1
1050,14021B,流行性感冒Ｂ型病毒補體結合抗體,109/10/05,1
1051,14022B,日本腦炎病毒補體結合抗體,109/10/05,1
1052,14023B,柯沙奇Ｂ型病毒抗體(每項),109/10/05,1
1053,14024B,柯沙奇Ｂ型病毒補體結合抗體(B1-B6),109/10/05,1
1054,14025C,腸內病毒70抗體,109/10/05,1
1055,14026C,輪狀病毒抗原,109/10/05,1
1056,14027C,輪狀病毒抗體,109/10/05,1
1057,14028B,呼腸弧病毒抗體,109/10/05,1
1058,14029B,小兒麻痺病毒第1.2.3 型抗體各項,109/10/05,1
1059,14030C,Ｂ型肝炎表面抗原,109/10/05,1
1060,14031C,Ｂ型肝炎表面抗原,109/10/05,1
1061,14032C,Ｂ型肝炎表面抗原,109/10/05,1
1062,14033C,Ｂ型肝炎表面抗體,109/10/05,1
1063,14034C,B型肝炎e抗原檢查 HBeAg－RPHA 法,109/10/05,1
1064,14035C,B型肝炎e抗原檢查 HBeAg,109/10/05,1
1065,14036C,Ｂ型肝炎Ｅ抗體檢查,109/10/05,1
1066,14037C,Ｂ型肝炎核心抗體檢查,109/10/05,1
1067,14038C,Ｂ型肝炎核心抗體免疫球蛋白Ｍ檢查 (EIA/LIA法),109/10/05,1
1068,14039C,Ａ型肝炎抗體免疫球蛋白Ｍ檢查（EIA/LIA法）,109/10/05,1
1069,14040C,Ａ型肝炎抗體,109/10/05,1
1070,14041B,Ｄ型肝炎抗體檢查,109/10/05,1
1071,14042B,弓漿蟲IgG 抗體,109/10/05,1
1072,14043B,德國麻疹血球凝集抗體效價（ＨＩ法）,109/10/05,1
1073,14044B,德國麻疹免疫球蛋白Ｇ檢查（EIA/LIA法）,109/10/05,1
1074,14045B,德國麻疹免疫球蛋白Ｍ檢查（EIA/LIA法）,109/10/05,1
1075,14046B,ＥＢ病毒囊鞘免疫球蛋白Ｇ．Ｍ．Ａ．（ＩＦＡ法）,109/10/05,1
1076,14047B,EB病毒核抗原抗體,109/10/05,1
1077,14048B,巨細胞病毒核抗原抗體,109/10/05,1
1078,14049C,後天免疫不全症候群檢查,109/10/05,1
1079,14050B,後天免疫不全症候群檢查-顆粒凝集法,109/10/05,1
1080,14051C,Ｃ型肝炎病毒抗體檢查,109/10/05,1
1081,14052B,單純疱疹病毒IgM抗體,109/10/05,1
1082,14053B,單純疱疹病毒-1或-2抗原,109/10/05,1
1083,14054B,腮腺炎病毒IgM抗體,109/10/05,1
1084,14055B,B型肝炎表面抗體效價檢查,109/10/05,1
1085,14056B,腸病毒71型-IgM抗體快速檢驗試驗,109/10/05,1
1086,14057B,流行性感冒嗜血桿菌抗原B檢查,109/10/05,1
1087,14058C,呼吸融合細胞病毒試驗,109/10/05,1
1088,14059B,巨細胞病毒抗原檢查,109/10/05,1
1089,14060B,第六型人類庖疹病毒抗體,109/10/05,1
1090,14061B,水痘-帶狀庖疹抗原檢查,109/10/05,1
1091,14062B,登革熱病毒抗體IgM檢查,109/10/05,1
1092,14063B,登革熱病毒抗體IgG檢查,109/10/05,1
1093,14064C,腺病毒抗原檢查,109/10/05,1
1094,14065C,流行性感冒A型病毒抗原,109/10/05,1
1095,14066C,流行性感冒 B 型病毒抗原,109/10/05,1
1096,14067B,弓漿蟲病毒IgM間接免疫螢光試驗,109/10/05,1
1097,14068B,帶狀疱疹病毒IgG連酶抗體試驗,109/10/05,1
1098,14069B,單純性疱疹病毒IgG連酶抗體試驗,109/10/05,1
1099,14070B,麻疹病毒抗體IgG,109/10/05,1
1100,14071B,弓漿蟲抗體,109/10/05,1
1101,14072B,C型肝炎確認檢查,109/10/05,1
1102,14073B,巨細胞病毒傳訊者核糖核酸pp67,109/10/05,1
1103,14074C,HIV 病毒負荷量檢查,109/10/05,1
1104,14075C,HIV-I 抗體檢查(西方墨點法),109/10/05,1
1105,14076C,HIV-II  抗體檢查(西方墨點法),109/10/05,1
1106,14077C,血中白血球巨細胞病毒抗原pp65,109/10/05,1
1107,14078C,急性E型肝炎抗體,109/10/05,1
1108,14079C,Pavovirus B19 免疫球蛋白G檢查,109/10/05,1
1109,14080C,Pavovirus B19 免疫球蛋白M檢查,109/10/05,1
1110,14081B,副流行性感冒病毒3型抗原,109/10/05,1
1111,14082B,人類免疫缺陷病毒抗原/抗體試驗,109/10/05,1
1112,15001C,體液細胞檢查,109/10/05,1
1113,15007C,穿刺細胞檢查,109/10/05,1
1114,15017C,婦科細胞檢查,109/10/05,1
1115,15018B,體液細胞檢查加細胞切片,109/10/05,1
1116,15020B,支氣管切片奈印,109/10/05,1
1117,15021C,薄片細胞學檢查,109/10/05,1
1118,15022C,血液抹片檢查,109/10/05,1
1119,16001C,精液分析,109/10/05,1
1120,16002C,腹水分析,109/10/05,1
1121,16003C,胸水分析,109/10/05,1
1122,16004C,胃液分析,109/10/05,1
1123,16005B,十二指腸液分析,109/10/05,1
1124,16006C,腦脊髓液分析,109/10/05,1
1125,16007C,膿或分泌物分析,109/10/05,1
1126,16008C,關節囊液分析--常規檢查,109/10/05,1
1127,16009C,心胞膜液常規檢查(含蛋白定性、血球計數、白血球分類),109/10/05,1
1128,16010C,分析肺泡灌洗液之細胞總數及分類,109/10/05,1
1129,16011C,搖晃試驗,109/10/05,1
1130,16012C,關節囊液分析--茜素紅S 染色,109/10/05,1
1131,16013C,關節囊液分析--偏光鏡檢查,109/10/05,1
1132,17001C,萊特氏最高流量計—移動型,109/10/05,1
1133,17002B,最大吸氣壓及最大吐氣壓,109/10/05,1
1134,17003C,流量容積圖形檢查,109/10/05,1
1135,17004C,標準肺量測定 (包括FRC測定),109/10/05,1
1136,17005B,單次呼吸肺氮廓清試驗,109/10/05,1
1137,17006C,支氣管擴張劑試驗,109/10/05,1
1138,17007B,標準支氣管擴張劑試驗,109/10/05,1
1139,17008B,睡眠多項生理檢查,109/10/05,1
1140,17009B,一氧化碳肺瀰散量測定,109/10/05,1
1141,17010B,壓力容積圖形試驗,109/10/05,1
1142,17011B,壓力流量圖形試驗,109/10/05,1
1143,17012B,壓力容積圖形及壓力流量圖形試驗,109/10/05,1
1144,17013B,二氧化碳刺激試驗及閉口壓,109/10/05,1
1145,17014B,閉鎖容積試驗,109/10/05,1
1146,17015B,缺氧刺激試驗,109/10/05,1
1147,17016B,運動肺功能試驗,109/10/05,1
1148,17017B,全階呼吸量測定,109/10/05,1
1149,17018B,基礎代謝率,109/10/05,1
1150,17019C,支氣管激發試驗,109/10/05,1
1151,17020B,多次呼吸肺氮廓清試驗,109/10/05,1
1152,17021B,肺成熟度檢查–微小氣泡檢測法,109/10/05,1
1153,17022B,呼氣一氧化氮監測(FeNO),109/10/05,1
1154,17023B,六分鐘步行測試,109/10/05,1
1155,18001C,心電圖,109/10/05,1
1156,18002B,向量心電圖,109/10/05,1
1157,18003C,馬斯特運動心電圖,109/10/05,1
1158,18004C,馬斯特運動心電圖,109/10/05,1
1159,18005C,超音波心臟圖(包括單面、雙面),109/10/05,1
1160,18006C,杜卜勒氏超音波心臟圖,109/10/05,1
1161,18007C,杜卜勒氏彩色心臟血流圖,109/10/05,1
1162,18008C,杜卜勒氏血流測定(週邊血管),109/10/05,1
1163,18009B,動脈分段血流及壓力之測定,109/10/05,1
1164,18010B,頸動脈聲圖檢查,109/10/05,1
1165,18011B,"四肢血流探測,壓力測量並記錄",109/10/05,1
1166,18012B,深部靜脈血流檢查圖,109/10/05,1
1167,18013C,胎心音監視 (3小時以內),109/10/05,1
1168,18014C,胎心音監視 (3小時後每小時),109/10/05,1
1169,18015B,極度踏車運動試驗,109/10/05,1
1170,18016B,頸靜脈波圖,109/10/05,1
1171,18017B,頸動脈波圖,109/10/05,1
1172,18018B,心音圖檢查,109/10/05,1
1173,18019C,攜帶式心電圖記錄檢查,109/10/05,1
1174,18020B,心導管－ 一側,109/10/05,1
1175,18021B,心導管－ 二側,109/10/05,1
1176,18022B,冠狀動脈攝影,109/10/05,1
1177,18023B,希氏束檢查,109/10/05,1
1178,18024B,電氣生理檢查－ 一般性,109/10/05,1
1179,18025B,電氣生理檢查－ 複雜性,109/10/05,1
1180,18026B,心室造影,109/10/05,1
1181,18027B,主動脈造影,109/10/05,1
1182,18028B,心律調復術,109/10/05,1
1183,18029B,心輸出量測定,109/10/05,1
1184,18030B,心輸出量測定第二次以後,109/10/05,1
1185,18031B,立致停測定,109/10/05,1
1186,18032B,組織胺測定,109/10/05,1
1187,18033B,經食道超音波心圖,109/10/05,1
1188,18034B,手腕式心律紀錄檢查 ，三十日內每人次,109/10/05,1
1189,18035B,胎心音監視(每日),109/10/05,1
1190,18036B,心跳間變異數,109/10/05,1
1191,18037C,胎兒、臍帶、或孕期子宮動脈杜卜勒超音波,109/10/05,1
1192,18038B,骨盆腔血流檢查,109/10/05,1
1193,18039B,無壓迫性試驗,109/10/05,1
1194,18040B,催產素挑釁試驗(胎盤功能試驗),109/10/05,1
1195,18041B,周邊動靜脈血管超音波檢查,109/10/05,1
1196,18042B,靜脈曲張檢查,109/10/05,1
1197,18043B,冠狀動脈血管內超音波,109/10/05,1
1198,18044B,負荷式心臟超音波心臟圖,109/10/05,1
1199,18045B,傾斜床檢查,109/10/05,1
1200,18046B,生物電抗非侵入式心輸出量及血流動力學監測,109/10/05,1
1201,19001C,"腹部超音波（包括肝liver, 膽囊gall bladder, 胰pancreas,脾spleen, 下腔靜脈inferior vena cava, 腹主動脈abdominal aorta, 腎kidney及其他腹部超音波abdominal others在內）",109/10/05,1
1202,19002B,術中超音波,109/10/05,1
1203,19003C,婦科超音波,109/10/05,1
1204,19004C,鼻竇超音波檢查,109/10/05,1
1205,19005C,其他超音波,109/10/05,1
1206,19007B,超音波導引(為組織切片，抽吸、注射等),109/10/05,1
1207,19008B,超音波導引下肝內藥物注入治療,109/10/05,1
1208,19009C,腹部超音波，追蹤性,109/10/05,1
1209,19010C,產科超音波,109/10/05,1
1210,19011C,高危險妊娠胎兒生理評估,109/10/05,1
1211,19012C,頭頸部軟組織超音波(如甲狀腺thyroid、副甲狀腺parathyroid、腮腺parotid),109/10/05,1
1212,19013C,陰道超音波,109/10/05,1
1213,19014C,乳房超音波,109/10/05,1
1214,19015C,男性外生殖器官超音波,109/10/05,1
1215,19016C,四肢超音波,109/10/05,1
1216,19017C,經尿道(直腸)超音波檢查,109/10/05,1
1217,19018C,嬰幼兒腦部超音波,109/10/05,1
1218,20,新生兒聽力篩檢服務,109/10/05,1
1219,20001C,腦波檢查 睡眠或清醒,109/10/05,1
1220,20002C,腦波檢查－ 睡眠及清醒,109/10/05,1
1221,20003C,面神經刺激檢查,109/10/05,1
1222,20004B,腦波檢查（手提式）,109/10/05,1
1223,20005B,蝶骨下電極腦波檢查,109/10/05,1
1224,20006B,鼻咽電極腦波檢查,109/10/05,1
1225,20007B,腦幹聽覺誘發電位檢查,109/10/05,1
1226,20008B,中程聽覺誘發電位檢查,109/10/05,1
1227,20009B,長程聽覺誘發電位檢查,109/10/05,1
1228,20010B,體感誘發電位檢查 － 上肢,109/10/05,1
1229,20011B,體感誘發電位檢查–下肢,109/10/05,1
1230,20012B,視覺誘發電位檢查,109/10/05,1
1231,20013C,頸動脈超音波檢查,109/10/05,1
1232,20014B,針極肌電圖檢查,109/10/05,1
1233,20015B,運動神經傳導測定－ 上肢,109/10/05,1
1234,20016B,運動神經傳導測定－ 下肢,109/10/05,1
1235,20017B,肌無力藥物測驗,109/10/05,1
1236,20018B,重覆刺激測驗,109/10/05,1
1237,20019B,感覺神經傳導速度測定,109/10/05,1
1238,20020B,單纖維肌電圖,109/10/05,1
1239,20021B,眼動脈流速測定,109/10/05,1
1240,20022B,瞬眼反應,109/10/05,1
1241,20023B,F波,109/10/05,1
1242,20024B,H反射,109/10/05,1
1243,20025B,周邊神經纖維撕裂檢查,109/10/05,1
1244,20026B,穿顱都卜勒超音波檢查（顱內血管超音波檢查）,109/10/05,1
1245,20027B,數位影像腦波監測,109/10/05,1
1246,20028B,大腦皮質腦電圖檢查,109/10/05,1
1247,20029B,瓦達測驗,109/10/05,1
1248,20030B,肌肉組織化學檢查,109/10/05,1
1249,20031B,穩定狀態聽性誘發反應,109/10/05,1
1250,20032B,運動誘發電位(上肢),109/10/05,1
1251,20033B,神經功能溫度閾值測定,109/10/05,1
1252,20034B,磁波刺激檢查(上肢),109/10/05,1
1253,20035B,運動誘發電位(下肢),109/10/05,1
1254,20036B,磁波刺激檢查(下肢),109/10/05,1
1255,20037B,交感神經皮膚反應,109/10/05,1
1256,20038B,震顫圖檢查,109/10/05,1
1257,20039B,交感神經測定,109/10/05,1
1258,20040B,表面肌電圖,109/10/05,1
1259,20041B,感覺神經功能檢查,109/10/05,1
1260,20042B,電腦化神經心理測驗,109/10/05,1
1261,20043B,巴金森氏症UPDRS量表之評估,109/10/05,1
1262,21,成人預防保健服務給付時程: 一、40至65歲，每三年通知受檢乙次，第一階段,109/10/05,1
1263,21+L1001C,成人預防保健(含B、C型肝炎篩檢-民國55年以後出生且滿45歲，終身補助乙次),109/10/05,1
1264,21003C,外括約肌肌電圖,109/10/05,1
1265,21004C,尿流速圖,109/10/05,1
1266,21005C,尿道壓力測量檢查,109/10/05,1
1267,21006B,錄影尿流動力學檢查,109/10/05,1
1268,21007C,膀胱壓檢查,109/10/05,1
1269,21008C,膀胱掃描,109/10/05,1
1270,21009B,膀胱壓力檢查及Urecholine反應測驗,109/10/05,1
1271,21010C,膀胱超音波尿量測量,109/10/05,1
1272,21011C,壓力尿流速圖,109/10/05,1
1273,21012B,應力尿道壓力測量檢查,109/10/05,1
1274,22,成人預防保健服務給付時程: 二、超過65歲，每年乙次，第一階段,109/10/05,1
1275,22001C,純音聽力檢查,109/10/05,1
1276,22002B,響音重振檢查,109/10/05,1
1277,22003C,聽音電阻檢查,109/10/05,1
1278,22004C,鼓室圖檢查,109/10/05,1
1279,22005C,一般語言檢查,109/10/05,1
1280,22006C,複雜語言檢查,109/10/05,1
1281,22007C,語言錄音檢查,109/10/05,1
1282,22008B,聲場聽力檢查,109/10/05,1
1283,22009B,音聲頻譜儀檢查,109/10/05,1
1284,22010C,吞嚥檢查,109/10/05,1
1285,22011B,語言分辨聽力檢查,109/10/05,1
1286,22012B,響音衰退檢查,109/10/05,1
1287,22013B,語言聽力檢查,109/10/05,1
1288,22014B,誘發反應聽力檢查,109/10/05,1
1289,22015B,詐聾聽力檢查,109/10/05,1
1290,22016B,眼振圖檢查,109/10/05,1
1291,22017C,平衡檢查,109/10/05,1
1292,22018B,腦幹反應檢查,109/10/05,1
1293,22019B,內耳溫差試驗,109/10/05,1
1294,22020B,甘油試驗,109/10/05,1
1295,22021B,上頷竇機能檢查－ 單側,109/10/05,1
1296,22022B,上頷竇機能檢查－ 雙側,109/10/05,1
1297,22023B,耳蝸誘發聽力檢查,109/10/05,1
1298,22024B,喉部發聲機能檢查,109/10/05,1
1299,22025B,自記聽力檢查,109/10/05,1
1300,22026C,聽反射測驗(ART),109/10/05,1
1301,22027C,耳聲傳射檢查,109/10/05,1
1302,22028C,耳咽管功能檢查,109/10/05,1
1303,22029C,鐙骨肌反射衰退試驗,109/10/05,1
1304,22030C,喉機能音響分析,109/10/05,1
1305,22031B,聽反射衰退檢查,109/10/05,1
1306,22032B,交替性兩側響度平衡測驗,109/10/05,1
1307,22033B,幼兒聽力篩檢(腦幹聽反射）,109/10/05,1
1308,22034B,重心動搖儀檢查,109/10/05,1
1309,22035B,喉部氣體動力學分析(音聲氣體流動分析),109/10/05,1
1310,22037B,前庭誘發肌電位－頸性或眼性前庭誘發肌電位,109/10/05,1
1311,22038B,喉肌電圖檢查,109/10/05,1
1312,22039C,聽覺穩定狀態電位反應,109/10/05,1
1313,22040B,前庭誘發肌電位－頸性及眼性前庭誘發肌電位,109/10/05,1
1314,23,成人預防保健服務給付時程: 一、40至65歲，每三年通知受檢乙次，第二階段,109/10/05,1
1315,23001C,角膜曲度測定,109/10/05,1
1316,23002C,光覺測定,109/10/05,1
1317,23003B,低視能檢查,109/10/05,1
