id;status;arrival_time;created_date;created_by
991;FINISHED;2018-04-19T10:31:00;2018-04-19T10:31:43;system
992;FINISHED;2018-04-19T10:46:00;2018-04-19T10:46:15;system
993;FINISHED;2018-04-19T10:49:00;2018-04-19T10:49:25;system
994;FINISHED;2018-04-19T10:53:00;2018-04-19T10:53:28;system
995;FINISHED;2018-04-19T11:36:00;2018-04-19T11:35:59;system
996;FINISHED;2018-04-19T11:36:00;2018-04-19T11:36:48;system
997;FINISHED;2018-04-19T11:51:00;2018-04-19T11:51:29;system
998;FINISHED;2018-04-19T11:53:00;2018-04-19T11:53:50;system
999;FINISHED;2018-04-19T11:55:00;2018-04-19T11:55:08;system
1000;FINISHED;2018-04-19T12:07:00;2018-04-19T12:07:37;system
1001;FINISHED;2018-04-19T12:25:00;2018-04-19T12:25:08;system
1002;FINISHED;2018-04-19T12:33:00;2018-04-19T12:33:09;system
1003;FINISHED;2018-04-19T12:45:00;2018-04-19T12:45:54;system
1004;FINISHED;2018-04-19T13:02:00;2018-04-19T13:02:10;system
1005;FINISHED;2018-04-20T01:26:00;2018-04-20T01:26:02;system
1006;FINISHED;2018-04-20T01:26:00;2018-04-20T01:26:50;system
1007;FINISHED;2018-04-20T01:37:00;2018-04-20T01:37:18;system
1008;FINISHED;2018-04-20T01:49:00;2018-04-20T01:49:39;system
1009;FINISHED;2018-04-20T02:21:00;2018-04-20T02:21:38;system
1010;FINISHED;2018-04-20T03:19:00;2018-04-20T03:19:00;system
1011;FINISHED;2018-04-20T03:35:00;2018-04-20T03:35:49;system
1012;FINISHED;2018-04-20T06:27:00;2018-04-20T06:27:11;system
1013;FINISHED;2018-04-20T06:30:00;2018-04-20T06:30:40;system
1014;FINISHED;2018-04-20T07:09:00;2018-04-20T07:09:10;system
1015;FINISHED;2018-04-20T07:18:00;2018-04-20T07:17:55;system
1016;FINISHED;2018-04-20T07:20:00;2018-04-20T07:20:49;system
1017;FINISHED;2018-04-20T07:43:00;2018-04-20T07:42:57;system
1018;FINISHED;2018-04-20T07:57:00;2018-04-20T07:57:03;system
1019;FINISHED;2018-04-20T08:23:00;2018-04-20T08:23:01;system
1020;FINISHED;2018-04-20T09:02:00;2018-04-20T09:02:18;system
1021;FINISHED;2018-04-20T09:27:00;2018-04-20T09:27:22;system
1022;FINISHED;2018-04-20T09:27:00;2018-04-20T09:27:34;system
1023;FINISHED;2018-04-20T10:21:00;2018-04-20T10:21:42;system
1024;FINISHED;2018-04-20T10:26:00;2018-04-20T10:26:22;system
1025;FINISHED;2018-04-20T10:47:00;2018-04-20T10:47:04;system
1026;FINISHED;2018-04-20T11:38:00;2018-04-20T11:38:32;system
1027;FINISHED;2018-04-20T11:43:00;2018-04-20T11:42:55;system
1028;FINISHED;2018-04-20T11:57:00;2018-04-20T11:57:47;system
1029;FINISHED;2018-04-20T12:32:00;2018-04-20T12:32:30;system
1030;FINISHED;2018-04-21T01:30:00;2018-04-21T01:30:06;system
1031;FINISHED;2018-04-21T01:30:00;2018-04-21T01:30:14;system
1032;FINISHED;2018-04-21T01:31:00;2018-04-21T01:31:05;system
1033;FINISHED;2018-04-21T01:36:00;2018-04-21T01:35:57;system
1034;FINISHED;2018-04-21T01:46:00;2018-04-21T01:46:20;system
1035;FINISHED;2018-04-21T02:31:00;2018-04-21T02:31:37;system
1036;FINISHED;2018-04-21T02:33:00;2018-04-21T02:33:11;system
1037;FINISHED;2018-04-21T02:48:00;2018-04-21T02:48:24;system
1038;FINISHED;2018-04-21T03:29:00;2018-04-21T03:28:55;system
1039;FINISHED;2018-04-21T03:33:00;2018-04-21T03:33:41;system
1040;FINISHED;2018-04-21T04:01:00;2018-04-21T04:01:10;system
1041;FINISHED;2018-04-21T06:24:00;2018-04-21T06:24:38;system
1042;FINISHED;2018-04-21T06:25:00;2018-04-21T06:25:46;system
1043;FINISHED;2018-04-21T06:38:00;2018-04-21T06:37:58;system
1044;FINISHED;2018-04-21T07:27:00;2018-04-21T07:27:05;system
1045;FINISHED;2018-04-21T07:36:00;2018-04-21T07:35:54;system
1046;FINISHED;2018-04-21T07:51:00;2018-04-21T07:50:52;system
1047;FINISHED;2018-04-21T08:16:00;2018-04-21T08:16:37;system
1048;FINISHED;2018-04-21T08:22:00;2018-04-21T08:22:48;system
1049;FINISHED;2018-04-21T08:51:00;2018-04-21T08:51:40;system
1050;FINISHED;2018-04-21T08:51:00;2018-04-21T08:51:48;system
1051;FINISHED;2018-04-21T08:52:00;2018-04-21T08:51:55;system
1052;FINISHED;2018-04-21T09:06:00;2018-04-21T09:06:42;system
1053;FINISHED;2018-04-23T01:28:00;2018-04-23T01:27:48;system
1054;FINISHED;2018-04-23T01:29:00;2018-04-23T01:29:20;system
1055;FINISHED;2018-04-23T01:31:00;2018-04-23T01:31:04;system
1056;FINISHED;2018-04-23T02:13:00;2018-04-23T02:13:23;system
1057;FINISHED;2018-04-23T02:18:00;2018-04-23T02:17:53;system
1058;FINISHED;2018-04-23T02:55:00;2018-04-23T02:55:14;system
1059;FINISHED;2018-04-23T03:25:00;2018-04-23T03:24:52;system
1060;FINISHED;2018-04-23T03:45:00;2018-04-23T03:44:55;system
1061;FINISHED;2018-04-23T06:30:00;2018-04-23T06:30:26;system
1062;FINISHED;2018-04-23T06:33:00;2018-04-23T06:33:35;system
1063;FINISHED;2018-04-23T06:46:00;2018-04-23T06:46:03;system
1064;FINISHED;2018-04-23T06:50:00;2018-04-23T06:50:13;system
1065;FINISHED;2018-04-23T07:00:00;2018-04-23T06:59:58;system
1066;FINISHED;2018-04-23T07:15:00;2018-04-23T07:15:43;system
1067;FINISHED;2018-04-23T07:24:00;2018-04-23T07:24:44;system
1068;FINISHED;2018-04-23T07:26:00;2018-04-23T07:25:50;system
1069;FINISHED;2018-04-23T07:44:00;2018-04-23T07:43:50;system
1070;FINISHED;2018-04-23T07:46:00;2018-04-23T07:46:30;system
1071;FINISHED;2018-04-23T07:58:00;2018-04-23T07:57:49;system
1072;FINISHED;2018-04-23T08:15:00;2018-04-23T08:15:18;system
1073;FINISHED;2018-04-23T08:16:00;2018-04-23T08:16:22;system
1074;FINISHED;2018-04-23T08:24:00;2018-04-23T08:24:40;system
1075;FINISHED;2018-04-23T08:31:00;2018-04-23T08:30:47;system
1076;FINISHED;2018-04-23T08:34:00;2018-04-23T08:33:55;system
1077;FINISHED;2018-04-23T08:50:00;2018-04-23T08:50:41;system
1078;FINISHED;2018-04-23T09:04:00;2018-04-23T09:04:04;system
1079;FINISHED;2018-04-23T09:04:00;2018-04-23T09:04:10;system
1080;FINISHED;2018-04-23T09:17:00;2018-04-23T09:17:29;system
1081;FINISHED;2018-04-23T09:23:00;2018-04-23T09:23:29;system
1082;FINISHED;2018-04-23T09:25:00;2018-04-23T09:25:25;system
1083;FINISHED;2018-04-23T09:30:00;2018-04-23T09:30:42;system
1084;FINISHED;2018-04-23T09:42:00;2018-04-23T09:42:17;system
1085;FINISHED;2018-04-23T10:22:00;2018-04-23T10:22:30;system
1086;FINISHED;2018-04-23T10:38:00;2018-04-23T10:38:08;system
1087;FINISHED;2018-04-23T10:46:00;2018-04-23T10:46:06;system
1088;FINISHED;2018-04-23T11:00:00;2018-04-23T11:00:05;system
1089;FINISHED;2018-04-23T11:10:00;2018-04-23T11:09:53;system
1090;FINISHED;2018-04-23T11:10:00;2018-04-23T11:10:35;system
1091;FINISHED;2018-04-23T11:11:00;2018-04-23T11:11:23;system
1092;FINISHED;2018-04-23T11:15:00;2018-04-23T11:15:27;system
1093;FINISHED;2018-04-23T11:39:00;2018-04-23T11:39:15;system
1094;FINISHED;2018-04-23T11:40:00;2018-04-23T11:40:42;system
1095;FINISHED;2018-04-23T12:05:00;2018-04-23T12:05:28;system
1096;FINISHED;2018-04-23T12:11:00;2018-04-23T12:11:12;system
1097;FINISHED;2018-04-23T12:24:00;2018-04-23T12:23:56;system
1098;FINISHED;2018-04-23T12:29:00;2018-04-23T12:29:11;system
1099;FINISHED;2018-04-23T12:35:00;2018-04-23T12:35:04;system
1100;FINISHED;2018-04-23T13:10:00;2018-04-23T13:10:08;system
1101;FINISHED;2018-04-24T01:28:00;2018-04-24T01:28:38;system
1102;FINISHED;2018-04-24T02:16:00;2018-04-24T02:16:00;system
1103;FINISHED;2018-04-24T02:58:00;2018-04-24T02:58:47;system
1104;FINISHED;2018-04-24T03:06:00;2018-04-24T03:06:32;system
1105;FINISHED;2018-04-24T06:11:00;2018-04-24T06:11:58;system
1106;FINISHED;2018-04-24T06:22:00;2018-04-24T06:22:58;system
1107;FINISHED;2018-04-24T06:39:00;2018-04-24T06:39:05;system
1108;FINISHED;2018-04-24T07:01:00;2018-04-24T07:01:31;system
1109;FINISHED;2018-04-24T07:07:00;2018-04-24T07:07:55;system
1110;FINISHED;2018-04-24T07:46:00;2018-04-24T07:46:17;system
1111;FINISHED;2018-04-24T07:52:00;2018-04-24T07:52:48;system
1112;FINISHED;2018-04-24T09:31:00;2018-04-24T09:31:57;system
1113;FINISHED;2018-04-24T09:39:00;2018-04-24T09:39:26;system
1114;FINISHED;2018-04-24T10:10:00;2018-04-24T10:10:47;system
1115;FINISHED;2018-04-24T10:28:00;2018-04-24T10:28:09;system
1116;FINISHED;2018-04-24T10:32:00;2018-04-24T10:32:28;system
1117;FINISHED;2018-04-24T10:32:00;2018-04-24T10:32:43;system
1118;FINISHED;2018-04-24T10:47:00;2018-04-24T10:47:26;system
1119;FINISHED;2018-04-24T10:49:00;2018-04-24T10:49:07;system
1120;FINISHED;2018-04-24T10:58:00;2018-04-24T10:58:16;system
1121;FINISHED;2018-04-24T11:01:00;2018-04-24T11:01:11;system
1122;FINISHED;2018-04-24T11:01:00;2018-04-24T11:01:17;system
1123;FINISHED;2018-04-24T11:02:00;2018-04-24T11:02:27;system
1124;FINISHED;2018-04-24T11:26:00;2018-04-24T11:26:35;system
1125;FINISHED;2018-04-24T11:30:00;2018-04-24T11:30:25;system
1126;FINISHED;2018-04-24T11:36:00;2018-04-24T11:36:19;system
1127;FINISHED;2018-04-24T11:47:00;2018-04-24T11:47:40;system
1128;FINISHED;2018-04-24T11:53:00;2018-04-24T11:53:29;system
1129;FINISHED;2018-04-24T11:53:00;2018-04-24T11:53:51;system
1130;FINISHED;2018-04-24T11:54:00;2018-04-24T11:54:36;system
1131;FINISHED;2018-04-24T12:30:00;2018-04-24T12:30:45;system
1132;FINISHED;2018-04-24T12:36:00;2018-04-24T12:36:07;system
1133;FINISHED;2018-04-24T12:43:00;2018-04-24T12:43:10;system
1134;FINISHED;2018-04-24T12:53:00;2018-04-24T12:53:49;system
1135;FINISHED;2018-04-24T12:59:00;2018-04-24T12:59:18;system
1136;FINISHED;2018-04-24T13:04:00;2018-04-24T13:04:38;system
1137;FINISHED;2018-04-24T13:23:00;2018-04-24T13:23:40;system
1138;FINISHED;2018-04-25T01:28:00;2018-04-25T01:28:18;system
1139;FINISHED;2018-04-25T01:58:00;2018-04-25T01:58:49;system
1140;FINISHED;2018-04-25T03:02:00;2018-04-25T03:02:14;system
1141;FINISHED;2018-04-25T03:04:00;2018-04-25T03:04:01;system
1142;FINISHED;2018-04-25T06:25:00;2018-04-25T06:25:16;system
1143;FINISHED;2018-04-25T06:26:00;2018-04-25T06:26:08;system
1144;FINISHED;2018-04-25T07:02:00;2018-04-25T07:02:01;system
1145;FINISHED;2018-04-25T07:55:00;2018-04-25T07:55:05;system
1146;FINISHED;2018-04-25T07:55:00;2018-04-25T07:55:39;system
1147;FINISHED;2018-04-25T08:18:00;2018-04-25T08:18:48;system
1148;FINISHED;2018-04-25T08:29:00;2018-04-25T08:29:34;system
1149;FINISHED;2018-04-25T09:18:00;2018-04-25T09:18:11;system
1150;FINISHED;2018-04-25T10:32:00;2018-04-25T10:32:56;system
1151;FINISHED;2018-04-25T11:45:00;2018-04-25T11:45:31;system
1152;FINISHED;2018-04-25T12:03:00;2018-04-25T12:03:16;system
1153;FINISHED;2018-04-25T12:28:00;2018-04-25T12:28:28;system
1154;FINISHED;2018-04-26T01:25:00;2018-04-26T01:25:14;system
1155;FINISHED;2018-04-26T01:27:00;2018-04-26T01:27:16;system
1156;FINISHED;2018-04-26T01:52:00;2018-04-26T01:52:10;system
1157;FINISHED;2018-04-26T01:55:00;2018-04-26T01:55:06;system
1158;FINISHED;2018-04-26T02:03:00;2018-04-26T02:03:13;system
1159;FINISHED;2018-04-26T02:23:00;2018-04-26T02:23:10;system
1160;FINISHED;2018-04-26T02:27:00;2018-04-26T02:26:56;system
1161;FINISHED;2018-04-26T03:05:00;2018-04-26T03:04:56;system
1162;FINISHED;2018-04-26T03:09:00;2018-04-26T03:09:06;system
1163;FINISHED;2018-04-26T06:28:00;2018-04-26T06:28:39;system
1164;FINISHED;2018-04-26T06:57:00;2018-04-26T06:57:30;system
1165;FINISHED;2018-04-26T07:20:00;2018-04-26T07:20:00;system
1166;FINISHED;2018-04-26T08:04:00;2018-04-26T08:04:14;system
1167;FINISHED;2018-04-26T08:33:00;2018-04-26T08:32:59;system
1168;FINISHED;2018-04-26T08:34:00;2018-04-26T08:34:52;system
1169;FINISHED;2018-04-26T08:46:00;2018-04-26T08:45:56;system
1170;FINISHED;2018-04-26T08:55:00;2018-04-26T08:55:25;system
1171;FINISHED;2018-04-26T09:08:00;2018-04-26T09:08:16;system
1172;FINISHED;2018-04-26T09:10:00;2018-04-26T09:10:39;system
1173;FINISHED;2018-04-26T09:19:00;2018-04-26T09:19:29;system
1174;FINISHED;2018-04-26T09:42:00;2018-04-26T09:42:42;system
1175;FINISHED;2018-04-26T10:30:00;2018-04-26T10:27:14;system
1176;FINISHED;2018-04-26T10:56:00;2018-04-26T10:56:52;system
1177;FINISHED;2018-04-26T11:03:00;2018-04-26T11:03:51;system
1178;FINISHED;2018-04-26T11:06:00;2018-04-26T11:06:40;system
1179;FINISHED;2018-04-26T11:08:00;2018-04-26T11:08:09;system
1180;FINISHED;2018-04-26T11:31:00;2018-04-26T11:31:36;system
1181;FINISHED;2018-04-26T11:32:00;2018-04-26T11:32:46;system
1182;FINISHED;2018-04-26T11:39:00;2018-04-26T11:39:33;system
1183;FINISHED;2018-04-26T11:40:00;2018-04-26T11:39:54;system
1184;FINISHED;2018-04-26T11:52:00;2018-04-26T11:51:56;system
1185;FINISHED;2018-04-26T12:10:00;2018-04-26T12:10:32;system
1186;FINISHED;2018-04-26T12:24:00;2018-04-26T12:24:08;system
1187;FINISHED;2018-04-26T12:30:00;2018-04-26T12:30:14;system
1188;FINISHED;2018-04-26T12:32:00;2018-04-26T12:32:22;system
1189;FINISHED;2018-04-26T12:40:00;2018-04-26T12:40:51;system
1190;FINISHED;2018-04-26T12:54:00;2018-04-26T12:54:13;system
1191;FINISHED;2018-04-26T13:03:00;2018-04-26T13:03:44;system
1192;FINISHED;2018-04-27T01:26:00;2018-04-27T01:26:30;system
1193;FINISHED;2018-04-27T01:27:00;2018-04-27T01:27:42;system
1194;FINISHED;2018-04-27T02:27:00;2018-04-27T02:27:14;system
1195;FINISHED;2018-04-27T03:30:00;2018-04-27T03:30:46;system
1196;FINISHED;2018-04-27T04:16:00;2018-04-27T04:15:54;system
1197;FINISHED;2018-04-27T06:28:00;2018-04-27T06:28:42;system
1198;FINISHED;2018-04-27T06:29:00;2018-04-27T06:28:59;system
1199;FINISHED;2018-04-27T06:29:00;2018-04-27T06:29:18;system
1200;FINISHED;2018-04-27T06:30:00;2018-04-27T06:30:08;system
1201;FINISHED;2018-04-27T06:53:00;2018-04-27T06:53:18;system
1202;FINISHED;2018-04-27T07:26:00;2018-04-27T07:26:35;system
1203;FINISHED;2018-04-27T07:50:00;2018-04-27T07:50:12;system
1204;FINISHED;2018-04-27T07:57:00;2018-04-27T07:57:03;system
1205;FINISHED;2018-04-27T08:28:00;2018-04-27T08:28:37;system
1206;FINISHED;2018-04-27T08:33:00;2018-04-27T08:33:14;system
1207;FINISHED;2018-04-27T09:10:00;2018-04-27T09:09:59;system
1208;FINISHED;2018-04-27T09:13:00;2018-04-27T09:13:03;system
1209;FINISHED;2018-04-27T09:28:00;2018-04-27T09:27:57;system
1210;FINISHED;2018-04-27T10:10:00;2018-04-27T10:10:12;system
1211;FINISHED;2018-04-27T10:15:00;2018-04-27T10:14:56;system
1212;FINISHED;2018-04-27T10:31:00;2018-04-27T10:31:40;system
1213;FINISHED;2018-04-27T11:17:00;2018-04-27T11:16:54;system
1214;FINISHED;2018-04-27T11:36:00;2018-04-27T11:36:40;system
1215;FINISHED;2018-04-27T11:49:00;2018-04-27T11:49:34;system
1216;FINISHED;2018-04-27T12:11:00;2018-04-27T12:11:42;system
1217;FINISHED;2018-04-27T12:27:00;2018-04-27T12:27:36;system
1218;FINISHED;2018-04-27T12:40:00;2018-04-27T12:40:27;system
1219;FINISHED;2018-04-27T12:42:00;2018-04-27T12:42:03;system
1220;FINISHED;2018-04-28T01:27:00;2018-04-28T01:27:30;system
1221;FINISHED;2018-04-28T01:33:00;2018-04-28T01:33:02;system
1222;FINISHED;2018-04-28T01:39:00;2018-04-28T01:39:31;system
1223;FINISHED;2018-04-28T01:44:00;2018-04-28T01:44:11;system
1224;FINISHED;2018-04-28T01:47:00;2018-04-28T01:47:33;system
1225;FINISHED;2018-04-28T01:48:00;2018-04-28T01:48:18;system
1226;FINISHED;2018-04-28T01:54:00;2018-04-28T01:54:46;system
1227;FINISHED;2018-04-28T01:58:00;2018-04-28T01:58:10;system
1228;FINISHED;2018-04-28T01:59:00;2018-04-28T01:58:53;system
1229;FINISHED;2018-04-28T02:26:00;2018-04-28T02:26:32;system
1230;FINISHED;2018-04-28T02:27:00;2018-04-28T02:27:38;system
1231;FINISHED;2018-04-28T02:32:00;2018-04-28T02:32:37;system
1232;FINISHED;2018-04-28T02:33:00;2018-04-28T02:32:56;system
1233;FINISHED;2018-04-28T02:35:00;2018-04-28T02:35:13;system
1234;FINISHED;2018-04-28T02:48:00;2018-04-28T02:48:08;system
1235;FINISHED;2018-04-28T02:57:00;2018-04-28T02:57:33;system
1236;FINISHED;2018-04-28T03:05:00;2018-04-28T03:04:56;system
1237;FINISHED;2018-04-28T03:05:00;2018-04-28T03:05:33;system
1238;FINISHED;2018-04-28T03:07:00;2018-04-28T03:07:42;system
1239;FINISHED;2018-04-28T03:21:00;2018-04-28T03:21:44;system
1240;FINISHED;2018-04-28T03:22:00;2018-04-28T03:22:41;system
1241;FINISHED;2018-04-28T03:55:00;2018-04-28T03:54:55;system
1242;FINISHED;2018-04-28T04:02:00;2018-04-28T04:01:53;system
1243;FINISHED;2018-04-28T04:03:00;2018-04-28T04:03:16;system
1244;FINISHED;2018-04-28T04:09:00;2018-04-28T04:09:22;system
1245;FINISHED;2018-04-28T04:10:00;2018-04-28T04:10:43;system
1246;FINISHED;2018-04-28T04:44:00;2018-04-28T04:44:18;system
1247;FINISHED;2018-04-28T06:21:00;2018-04-28T06:21:49;system
1248;FINISHED;2018-04-28T06:23:00;2018-04-28T06:23:07;system
1249;FINISHED;2018-04-28T06:28:00;2018-04-28T06:28:07;system
1250;FINISHED;2018-04-28T06:28:00;2018-04-28T06:28:33;system
1251;FINISHED;2018-04-28T06:28:00;2018-04-28T06:28:41;system
1252;FINISHED;2018-04-28T06:34:00;2018-04-28T06:34:44;system
1253;FINISHED;2018-04-28T06:47:00;2018-04-28T06:47:49;system
1254;FINISHED;2018-04-28T07:03:00;2018-04-28T07:03:33;system
1255;FINISHED;2018-04-28T07:14:00;2018-04-28T07:14:13;system
1256;FINISHED;2018-04-28T07:16:00;2018-04-28T07:16:18;system
1257;FINISHED;2018-04-28T07:23:00;2018-04-28T07:23:17;system
1258;FINISHED;2018-04-28T07:30:00;2018-04-28T07:30:46;system
1259;FINISHED;2018-04-28T07:31:00;2018-04-28T07:31:27;system
1260;FINISHED;2018-04-28T07:43:00;2018-04-28T07:43:05;system
1261;FINISHED;2018-04-28T08:01:00;2018-04-28T08:01:23;system
1262;FINISHED;2018-04-28T08:03:00;2018-04-28T08:03:15;system
1263;FINISHED;2018-04-28T08:05:00;2018-04-28T08:04:52;system
1264;FINISHED;2018-04-28T08:12:00;2018-04-28T08:12:41;system
1265;FINISHED;2018-04-28T08:17:00;2018-04-28T08:17:35;system
1266;FINISHED;2018-04-28T08:30:00;2018-04-28T08:30:37;system
1267;FINISHED;2018-04-28T08:36:00;2018-04-28T08:35:58;system
1268;FINISHED;2018-04-28T08:38:00;2018-04-28T08:38:50;system
1269;FINISHED;2018-04-28T08:50:00;2018-04-28T08:50:32;system
1270;FINISHED;2018-04-28T09:05:00;2018-04-28T09:05:27;system
1271;FINISHED;2018-04-28T09:12:00;2018-04-28T09:12:42;system
1272;FINISHED;2018-04-28T09:26:00;2018-04-28T09:26:31;system
1273;FINISHED;2018-04-28T09:40:00;2018-04-28T09:40:11;system
1274;FINISHED;2018-04-28T10:04:00;2018-04-28T10:04:10;system
1275;FINISHED;2018-04-28T10:04:00;2018-04-28T10:04:30;system
1276;FINISHED;2018-04-30T06:28:00;2018-04-30T06:27:54;system
1277;FINISHED;2018-04-30T06:29:00;2018-04-30T06:28:50;system
1278;FINISHED;2018-04-30T06:32:00;2018-04-30T06:31:54;system
1279;FINISHED;2018-04-30T06:38:00;2018-04-30T06:38:06;system
1280;FINISHED;2018-04-30T06:38:00;2018-04-30T06:38:13;system
1281;FINISHED;2018-04-30T06:49:00;2018-04-30T06:49:43;system
1282;FINISHED;2018-04-30T06:59:00;2018-04-30T06:59:05;system
1283;FINISHED;2018-04-30T07:01:00;2018-04-30T07:01:00;system
1284;FINISHED;2018-04-30T07:04:00;2018-04-30T07:04:03;system
1285;FINISHED;2018-04-30T07:14:00;2018-04-30T07:14:19;system
1286;FINISHED;2018-04-30T07:22:00;2018-04-30T07:21:51;system
1287;FINISHED;2018-04-30T08:21:00;2018-04-30T08:21:45;system
1288;FINISHED;2018-04-30T08:26:00;2018-04-30T08:25:57;system
1289;FINISHED;2018-04-30T08:29:00;2018-04-30T08:28:49;system
1290;FINISHED;2018-04-30T08:30:00;2018-04-30T08:29:57;system
1291;FINISHED;2018-04-30T08:33:00;2018-04-30T08:32:48;system
1292;FINISHED;2018-04-30T08:50:00;2018-04-30T08:50:41;system
1293;FINISHED;2018-04-30T09:02:00;2018-04-30T09:02:11;system
1294;FINISHED;2018-04-30T09:17:00;2018-04-30T09:17:25;system
1295;FINISHED;2018-04-30T09:27:00;2018-04-30T09:27:25;system
1296;FINISHED;2018-04-30T09:32:00;2018-04-30T09:32:19;system
1297;FINISHED;2018-04-30T10:05:00;2018-04-30T10:04:52;system
1298;FINISHED;2018-04-30T10:09:00;2018-04-30T10:09:05;system
1299;FINISHED;2018-04-30T10:31:00;2018-04-30T10:31:43;system
1300;FINISHED;2018-04-30T10:33:00;2018-04-30T10:33:42;system
1301;FINISHED;2018-04-30T10:37:00;2018-04-30T10:37:35;system
1302;FINISHED;2018-04-30T10:46:00;2018-04-30T10:46:17;system
1303;FINISHED;2018-04-30T10:46:00;2018-04-30T10:46:34;system
1304;FINISHED;2018-04-30T11:21:00;2018-04-30T11:21:42;system
1305;FINISHED;2018-04-30T11:23:00;2018-04-30T11:22:47;system
1306;FINISHED;2018-04-30T11:30:00;2018-04-30T11:30:10;system
1307;FINISHED;2018-04-30T11:44:00;2018-04-30T11:44:40;system
1308;FINISHED;2018-04-30T11:49:00;2018-04-30T11:49:34;system
1309;FINISHED;2018-04-30T11:50:00;2018-04-30T11:50:00;system
1310;FINISHED;2018-04-30T11:52:00;2018-04-30T11:52:12;system
1311;FINISHED;2018-04-30T11:55:00;2018-04-30T11:55:43;system
1312;FINISHED;2018-04-30T11:59:00;2018-04-30T11:59:35;system
1313;FINISHED;2018-04-30T12:01:00;2018-04-30T12:01:09;system
1314;FINISHED;2018-04-30T12:26:00;2018-04-30T12:26:08;system
1315;FINISHED;2018-04-30T12:28:00;2018-04-30T12:28:39;system
1316;FINISHED;2018-04-30T12:29:00;2018-04-30T12:28:46;system
1317;FINISHED;2018-04-30T12:44:00;2018-04-30T12:44:08;system
1318;FINISHED;2018-04-30T12:45:00;2018-04-30T12:45:12;system
1319;FINISHED;2018-04-30T13:00:00;2018-04-30T12:59:59;system
1320;FINISHED;2018-05-02T01:37:00;2018-05-02T01:37:26;system
1321;FINISHED;2018-05-02T01:59:00;2018-05-02T01:59:25;system
1322;FINISHED;2018-05-02T02:32:00;2018-05-02T02:32:16;system
1323;FINISHED;2018-05-02T02:55:00;2018-05-02T02:55:35;system
1324;FINISHED;2018-05-02T03:37:00;2018-05-02T03:36:50;system
1325;FINISHED;2018-05-02T03:58:00;2018-05-02T03:58:37;system
1326;FINISHED;2018-05-02T06:26:00;2018-05-02T06:26:26;system
1327;FINISHED;2018-05-02T06:43:00;2018-05-02T06:43:04;system
1328;FINISHED;2018-05-02T07:01:00;2018-05-02T07:01:04;system
1329;FINISHED;2018-05-02T07:59:00;2018-05-02T07:59:01;system
1330;FINISHED;2018-05-02T08:02:00;2018-05-02T08:02:04;system
1331;FINISHED;2018-05-02T08:32:00;2018-05-02T08:32:14;system
1332;FINISHED;2018-05-02T09:06:00;2018-05-02T09:05:58;system
1333;FINISHED;2018-05-02T09:10:00;2018-05-02T09:10:07;system
1334;FINISHED;2018-05-02T09:20:00;2018-05-02T09:19:49;system
1335;FINISHED;2018-05-02T09:37:00;2018-05-02T09:37:14;system
1336;FINISHED;2018-05-02T10:24:00;2018-05-02T10:24:27;system
1337;FINISHED;2018-05-02T10:25:00;2018-05-02T10:25:09;system
1338;FINISHED;2018-05-02T10:28:00;2018-05-02T10:28:38;system
1339;FINISHED;2018-05-02T11:00:00;2018-05-02T11:00:35;system
1340;FINISHED;2018-05-02T11:19:00;2018-05-02T11:19:35;system
1341;FINISHED;2018-05-02T11:20:00;2018-05-02T11:20:22;system
1342;FINISHED;2018-05-02T11:26:00;2018-05-02T11:26:10;system
1343;FINISHED;2018-05-02T11:43:00;2018-05-02T11:43:32;system
1344;FINISHED;2018-05-02T11:58:00;2018-05-02T11:58:27;system
1345;FINISHED;2018-05-02T12:31:00;2018-05-02T12:30:48;system
1346;FINISHED;2018-05-02T12:31:00;2018-05-02T12:31:29;system
1347;FINISHED;2018-05-02T13:02:00;2018-05-02T13:01:43;system
1348;FINISHED;2018-05-02T13:32:00;2018-05-02T13:32:04;system
1349;FINISHED;2018-05-03T01:22:00;2018-05-03T01:22:13;system
1350;FINISHED;2018-05-03T01:52:00;2018-05-03T01:52:39;system
1351;FINISHED;2018-05-03T02:23:00;2018-05-03T02:23:25;system
1352;FINISHED;2018-05-03T02:40:00;2018-05-03T02:39:53;system
1353;FINISHED;2018-05-03T02:57:00;2018-05-03T02:57:39;system
1354;FINISHED;2018-05-03T03:54:00;2018-05-03T03:53:56;system
1355;FINISHED;2018-05-03T03:56:00;2018-05-03T03:56:06;system
1356;FINISHED;2018-05-03T06:57:00;2018-05-03T06:57:14;system
1357;FINISHED;2018-05-03T07:31:00;2018-05-03T07:31:17;system
1358;FINISHED;2018-05-03T07:50:00;2018-05-03T07:49:58;system
1359;FINISHED;2018-05-03T08:31:00;2018-05-03T08:31:27;system
1360;FINISHED;2018-05-03T08:32:00;2018-05-03T08:32:06;system
1361;FINISHED;2018-05-03T08:32:00;2018-05-03T08:32:37;system
1362;FINISHED;2018-05-03T09:09:00;2018-05-03T09:09:37;system
1363;FINISHED;2018-05-03T09:10:00;2018-05-03T09:09:43;system
1364;FINISHED;2018-05-03T09:12:00;2018-05-03T09:11:41;system
1365;FINISHED;2018-05-03T10:30:00;2018-05-03T10:15:17;system
1366;FINISHED;2018-05-03T10:30:00;2018-05-03T10:16:31;system
1367;FINISHED;2018-05-03T10:36:00;2018-05-03T10:35:59;system
1368;FINISHED;2018-05-03T10:59:00;2018-05-03T10:59:08;system
