id;nhi_procedure_type_id;code;name;point;english_name;nhi_icd9cm_id;default_icd_10_cm_id;description;exclude;fdi;specific_code
130;21;8B;一、施作牙位：26二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.103年入學國小一年級學童（出生日期為96年9月2日至97年9月1日(含)）2.低收入戶及中低收入戶之國小二年級學童3.不含山地原住民鄉、離島地區及身心障礙國小一、二年級;400;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;26;NULL
131;21;8C;一、施作牙位：36二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.103年入學國小一年級學童（出生日期為96年9月2日至97年9月1日(含)）2.低收入戶及中低收入戶之國小二年級學童3.不含山地原住民鄉、離島地區及身心障礙國小一、二年級;400;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;36;NULL
132;21;8D;一、施作牙位：46二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.103年入學國小一年級學童（出生日期為96年9月2日至97年9月1日(含)）2.低收入戶及中低收入戶之國小二年級學童3.不含山地原住民鄉、離島地區及身心障礙國小一、二年級;400;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;46;NULL
133;21;8E;一、施作牙位：16二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.山地原住民鄉及離島地區之國小一、二年級學童補助條件：依兒童戶籍資料之所在地或學校所在地認定2.身心障礙之國小一、二年級補助條件：持有社政主管機關核發之身心障礙手冊或身心障礙證明;470;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;16;NULL
134;21;8F;一、施作牙位：26二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.山地原住民鄉及離島地區之國小一、二年級學童補助條件：依兒童戶籍資料之所在地或學校所在地認定2.身心障礙之國小一、二年級補助條件：持有社政主管機關核發之身心障礙手冊或身心障礙證明;470;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;26;NULL
135;21;8G;一、施作牙位：36二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.山地原住民鄉及離島地區之國小一、二年級學童補助條件：依兒童戶籍資料之所在地或學校所在地認定2.身心障礙之國小一、二年級補助條件：持有社政主管機關核發之身心障礙手冊或身心障礙證明;470;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;36;NULL
136;21;8H;一、施作牙位：46二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.山地原住民鄉及離島地區之國小一、二年級學童補助條件：依兒童戶籍資料之所在地或學校所在地認定2.身心障礙之國小一、二年級補助條件：持有社政主管機關核發之身心障礙手冊或身心障礙證明;470;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;46;NULL
137;21;8I;一、施作牙位：16二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第一次評估檢查（同一牙位窩溝封填施作間隔6個月(含)以上）;100;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;16;NULL
138;21;8J;一、施作牙位：26二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第一次評估檢查（同一牙位窩溝封填施作間隔6個月(含)以上）;100;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;26;NULL
139;21;8K;一、施作牙位：36二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第一次評估檢查（同一牙位窩溝封填施作間隔6個月(含)以上）;100;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;36;NULL
140;21;8L;一、施作牙位：46二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第一次評估檢查（同一牙位窩溝封填施作間隔6個月(含)以上）;100;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;46;NULL
141;21;8M;一、施作牙位：16二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第二次評估檢查（同一牙位窩溝封填施作間隔12個月(含)以上，且與第一次評估檢查間隔6個月(含)以上）;100;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;16;NULL
142;21;8N;一、施作牙位：26二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第二次評估檢查（同一牙位窩溝封填施作間隔12個月(含)以上，且與第一次評估檢查間隔6個月(含)以上）;100;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;26;NULL
143;21;8O;一、施作牙位：36二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第二次評估檢查（同一牙位窩溝封填施作間隔12個月(含)以上，且與第一次評估檢查間隔6個月(含)以上）;100;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;36;NULL
144;160;95;口腔黏膜檢查;130;NULL;NULL;NULL;Dx:\\nTx:Check FM oral mucosa:Local finding: .;NULL;NULL;NULL
145;160;97;口腔黏膜檢查;130;NULL;NULL;NULL;NULL;NULL;FM;NULL
146;160;E1006C;戒菸治療服務費(藥物治療+簡短諮詢+個案追蹤管理)-藥品自行調劑;250;NULL;18;44;NULL;NULL;NULL;NULL
147;160;E1007C;戒菸治療服務費(藥物治療+簡短諮詢+個案追蹤管理)-藥品交付調劑;270;NULL;18;44;NULL;NULL;NULL;NULL
148;160;E1008C;吸菸孕婦轉介費(轉介至戒菸專線)-該次懷孕;100;NULL;18;44;NULL;NULL;NULL;NULL
149;160;E1022C;戒菸衛教暨個案管理費;100;NULL;18;44;NULL;NULL;NULL;NULL
150;160;E1023C;用藥治療3個月追蹤費;50;NULL;18;44;NULL;NULL;NULL;NULL
151;160;E1024C;用藥治療6個月追蹤費;50;NULL;18;44;NULL;NULL;NULL;NULL
152;160;E1025C;衛教服務3個月追蹤費;50;NULL;18;44;NULL;NULL;NULL;NULL
153;160;E1026C;衛教服務6個月追蹤費;50;NULL;18;44;NULL;NULL;NULL;NULL
159;15;90001C;恆牙根管治療（單根）;1010;Endodontic treatment of a permanent tooth with single root canal;1;1;RD isolation,access opening,WL/MAF:                (1個數值),\\nRCE with copious NaOCl irrigation,lateral RCF with G.P and sealer,caviton temp. filling,post procedure instructions.;90002C,90003C,90019C,90020C,34001C~34004C,96001C;11~19,21~29,31~39,41~49,99;P1
160;15;90002C;恆牙根管治療（雙根）;2010;Endodontic treatment of a permanent tooth with two root canals;1;1;RD isolation,access opening,WL/MAF:                (2個數值),\\nRCE with copious NaOCl irrigation,lateral RCF with G.P and sealer,caviton temp. filling,post procedure instructions.;90001C,90003C,90019C,90020C,34001C~34004C,96001C;11~19,21~29,31~39,41~49,99;P1
161;15;90003C;恆牙根管治療（三根以上）;3010;Endodontics treatment of a permanent tooth with three root canals;1;1;RD isolation,access opening,WL/MAF:                (3個數值),\\nRCE with copious NaOCl irrigation,lateral RCF with G.P and sealer,caviton temp.\\nfilling,post procedure instructions.;90001C,90002C,90019C,90020C,34001C~34004C,96001C;11~19,21~29,31~39,41~49,99;P1
162;120;90004C;齒內治療緊急處理;150;Management of endodontic emergencies;1;1;NULL;NULL;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;NULL
163;16;90005C;乳牙斷髓處理;800;Pulpotomy of primary tooth;1;1;NaOCl pulpotomy under L.ANES.;34001C~34004C,96001C;51~55,61~65,71~75,81~85,99;NULL
164;17;90006C;去除縫成牙冠;240;Removal of s-p crown;2;10;Remove ill-fitted prosthesis under L.ANES;34001C~34004C;11~19,21~29,31~39,41~49,99;NULL
165;17;90007C;去除鑄造牙冠;500;Removal of casting crown;4;14;Remove ill-fitted prosthesis under L.ANES;34001C~34004C;11~19,21~29,31~39,41~49,99;NULL
166;120;90008C;去除釘柱;1235;Removal of post;4;14;Remove post by bur method & take X-ray film.;34001C~34004C;11~19,21~29,31~39,41~49,99;NULL
167;120;90011C;牙齒再植術;1000;Intentional tooth replantation;1;1;NULL;34001C~34004C;11~19,21~29,31~39,41~49,99;NULL
168;120;90010C;根尖逆充填術;900;Root-end filling;1;1;NULL;34001C~34004C;11~19,21~29,31~39,41~49,99;P1
169;120;90012C;橡皮障防濕裝置;150;Rubber dam isolation;2;10;Dental Tx.under RD application.;34001C~34004C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P1
170;120;90013C;根尖成形術或根尖生成術-前牙;500;Apexification or Apexogenesis-Anterior tooth;19;45;NULL;NULL;11~13,21~23,31~33,41~43,99,19,29,39,49;P1
171;120;90014C;根尖成形術或根尖生成術-後牙;1000;Apexification or Apexogenesis-Posterior tooth;19;45;NULL;NULL;14~19,24~29,34~39,44~49,99;P1
172;120;90015C;根管開擴及清創;600;Access cavity preparation, cleaning and shaping of the root canal system;2;10;RD isolation,access opening,RCT with copious NaOCl irrigation,cotton pellet and caviton temp. filling under L.ANES.;34001C~34004C,96001C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P1
173;14;90016C;乳牙根管治療;1010;Endodontic treatment of primary tooth;2;10;Canal debride and enlarge with NaOCl irrigation,vitapex pulpectomy and IRM filling.;34001C~34004C,96001C;51~55,61~65,71~75,81~85,99;P1
174;140;92001C;非特定局部治療;50;Unspecified local treatment;16;41;NULL;92065B;;NULL
175;120;92002C;齒間暫時固定術，每齒;100;Temporary splinting for one tooth;20;46;NULL;NULL;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P7
176;140;92003C;口內切開排膿;510;Intraoral incision & drainage with drains;17;42;NULL;96001C;;P7
177;140;92004C;口外切開排膿;2000;Extraoral incision & drainage;17;42;NULL;96001C;;P7
178;140;92005C;拆線 每次;50;Removal of stitches;1;1;NULL;92018B~92023B,92025B,92026B,92034B,92037B,92067B,92068B;;NULL
179;140;92006C;固定鋼線移除;160;Removal of splinting wire;20;46;NULL;NULL;;NULL
180;140;92009C;去除齒列夾板;360;Removal of splint;20;46;NULL;NULL;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;NULL
181;140;92096C;牙齒外傷急症處理;4976;NULL;NULL;NULL;NULL;NULL;NULL;NULL
182;140;92097C;顱顎關節障礙特殊檢查費-初診;1000;Special evaluation for craniomandibular disorders-first visit;NULL;NULL;NULL;NULL;NULL;NULL
183;140;92098C;顱顎關節障礙特殊檢查費-複診;500;Special evaluation for craniomandibular disorders-return visit;NULL;NULL;NULL;NULL;NULL;NULL
184;160;P30002;牙醫特殊服務試辦計畫身心障礙牙醫服務-氟化物防齲處理;500;NULL;1;1;NULL;NULL;FM;NULL
185;190;P30005;到宅牙醫服務(每乙案)論次費用;5700;NULL;21;57;NULL;NULL;NULL;NULL
186;190;P30006;牙醫特殊醫療服務計畫到宅訪視費;1553;NULL;21;57;NULL;NULL;NULL;NULL
187;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
188;12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
189;13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
190;14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
191;15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
192;16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
193;17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
194;18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
195;19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
196;20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
197;21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
198;110;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
199;120;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
200;130;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
201;140;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
202;150;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
203;160;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
204;170;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
205;180;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
206;190;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
207;200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
